job_id,date_posted,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement,composite_score,verification_level,threshold_source,is_verified
in-66b97dc6ae697ac9,,ensure auditable access management,Hard,Analyze,1.0,Very High,BERT+LLM,0.84,1.24,0.9055,Verified_HIGH,calibrated,True
in-66b97dc6ae697ac9,,ensuring secure,Hard,Apply,0.512,Medium Low,BERT (standalone),0.81,0.87,0.5948,Verified_HIGH,calibrated,True
in-66b97dc6ae697ac9,,compliant,Hard,Apply,0.519,Medium Low,BERT (standalone),0.87,0.87,0.36396,Low_Confidence,calibrated,False
in-5986e2e416ec3ef2,,drive architectural standards,Hard,Create,1.0,Very High,BERT+LLM,0.88,1.22,0.9055,Verified_HIGH,calibrated,True
in-5986e2e416ec3ef2,,drive architectural processes,Hard,Create,0.642,Medium,LLM,0.87,0.96,0.6827999999999999,Verified_HIGH,calibrated,True
in-5986e2e416ec3ef2,,drive architectural activities,Hard,Create,0.644,Medium,LLM,0.88,0.96,0.6850999999999999,Verified_HIGH,calibrated,True
in-5986e2e416ec3ef2,,processes,Hard,Apply,0.518,Medium Low,BERT (standalone),0.87,0.86,0.36192,Low_Confidence,calibrated,False
in-5986e2e416ec3ef2,,activities.,Hard,Apply,0.521,Medium Low,BERT (standalone),0.9,0.86,0.36534,Low_Confidence,calibrated,False
in-76bdc299da84b00b,,understand customers,Soft,,0.647,Medium,LLM,0.89,0.9,0.6698,Verified_HIGH,calibrated,True
in-dcd8dd1044f2926f,,manage stormwater systems,Hard,Apply,0.96,Very High,BERT+LLM,0.84,1.21,0.8805,Verified_HIGH,calibrated,True
in-dcd8dd1044f2926f,,collaborate with internal departments,Soft,,0.667,Medium,LLM,0.86,0.93,0.6823,Verified_HIGH,calibrated,True
in-dcd8dd1044f2926f,,collaborate with external agencies,Soft,,0.664,Medium,LLM,0.83,0.93,0.6765999999999999,Verified_HIGH,calibrated,True
in-dcd8dd1044f2926f,,collaborate with the public,Soft,,0.656,Medium,LLM,0.78,0.93,0.6659,Verified_HIGH,calibrated,True
in-dcd8dd1044f2926f,,implement best practices in stormwater management,Hard,Apply,0.669,Medium,LLM,0.82,0.93,0.6770999999999999,Verified_HIGH,calibrated,True
in-dcd8dd1044f2926f,,implement watershed planning,Hard,Create,0.623,Medium,LLM,0.86,0.93,0.6647,Verified_HIGH,calibrated,True
in-dcd8dd1044f2926f,,proactive,Soft,,0.624,Medium,BERT (standalone),0.87,0.84,0.6771,Verified_HIGH,calibrated,True
in-dcd8dd1044f2926f,,integrated,Hard,Create,0.383,Very Low,BERT (standalone),0.9,0.84,0.32862,Low_Confidence,calibrated,False
in-dcd8dd1044f2926f,,implement best practices in,Hard,Apply,0.61,Medium,BERT (standalone),0.78,0.84,0.6204999999999999,Verified_HIGH,calibrated,True
in-04d821a61bf4f3f8,,design cloud environments,Hard,Create,0.677,Medium,LLM,0.83,0.9,0.6728,Verified_HIGH,calibrated,True
in-04d821a61bf4f3f8,,build cloud environments,Hard,Create,0.675,Medium,LLM,0.82,0.9,0.6705,Verified_HIGH,calibrated,True
in-04d821a61bf4f3f8,,operate cloud environments,Hard,Evaluate,0.598,Medium Low,LLM,0.84,0.9,0.6426999999999999,Verified_HIGH,calibrated,True
in-04d821a61bf4f3f8,,secure cloud environments,Hard,Apply,0.571,Medium Low,LLM,0.83,0.9,0.6304,Verified_HIGH,calibrated,True
in-6434f75ccfa896cd,,support business operations,Hard,Evaluate,0.734,Medium High,LLM,0.85,0.97,0.7196,Verified_HIGH,calibrated,True
in-6434f75ccfa896cd,,work with stakeholders,Soft,,0.783,Medium High,BERT+LLM,0.8,1.25,0.8157,Verified_HIGH,calibrated,True
in-6434f75ccfa896cd,,work with stream leads,Soft,,0.747,Medium High,BERT+LLM,0.75,1.22,0.7847999999999999,Verified_HIGH,calibrated,True
in-6434f75ccfa896cd,,work with IT teams,Soft,,0.704,Medium High,LLM,0.71,0.97,0.6866,Verified_HIGH,calibrated,True
in-6434f75ccfa896cd,,work with third-party service providers,Soft,,0.688,Medium,LLM,0.81,0.97,0.6952,Verified_HIGH,calibrated,True
in-6434f75ccfa896cd,,ensure our ERP,Hard,Analyze,0.666,Medium,BERT (standalone),0.72,0.88,0.6458999999999999,Verified_HIGH,calibrated,True
in-6434f75ccfa896cd,,integrated applications effectively support business operations,Hard,Create,0.565,Medium Low,BERT (standalone),0.89,0.88,0.631,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,build rapid prototypes,Hard,Create,1.0,Very High,BERT+LLM,0.82,1.29,0.9175,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,iterate on proofs-of-concept,Hard,Evaluate,1.0,Very High,BERT+LLM,0.81,1.29,0.9159999999999999,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,articulate complex technical ideas,Soft,,0.903,Very High,BERT+LLM,0.83,1.3,0.8832,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,articulate technical proposals,Soft,,0.685,Medium,LLM,0.88,1.0,0.7135,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,foster open design discussions,Soft,,0.674,Medium,LLM,0.8,1.0,0.6970999999999999,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,foster productive design discussions,Soft,,0.882,High,BERT+LLM,0.86,1.27,0.8703,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,create new capabilities,Hard,Create,0.779,Medium High,LLM,0.81,1.0,0.7405999999999999,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,evolve platform,Hard,Apply,0.657,Medium,LLM,0.81,1.0,0.6918,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,proposals,Hard,Apply,0.538,Medium Low,BERT (standalone),0.87,0.9,0.37392000000000003,Low_Confidence,calibrated,False
in-59f89f855608fde0,,fostering open,Hard,Apply,0.529,Medium Low,BERT (standalone),0.8,0.9,0.6091,Verified_HIGH,calibrated,True
in-7f1b7715acb11a2e,,manage cloud environments,Hard,Apply,0.706,Medium High,LLM,0.83,0.9,0.6843999999999999,Verified_HIGH,calibrated,True
in-7f1b7715acb11a2e,,create recurring revenues,Hard,Create,0.706,Medium High,LLM,0.83,0.9,0.6843999999999999,Verified_HIGH,calibrated,True
in-7f1b7715acb11a2e,,grow recurring revenues,Hard,Apply,0.593,Medium Low,LLM,0.81,0.9,0.6361999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,double check costs,Hard,Evaluate,0.712,Medium High,LLM,0.76,0.96,0.6942999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,double check formulas on schedules,Hard,Evaluate,1.0,Very High,BERT+LLM,0.79,1.21,0.889,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,liaise with Digital teams,Soft,,0.704,Medium High,LLM,0.77,0.96,0.6925999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,document approvals,Hard,Apply,0.727,Medium High,LLM,0.86,0.96,0.7152999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,document changes,Hard,Apply,0.722,Medium High,LLM,0.83,0.96,0.7087999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,save documents into client files,Hard,Apply,0.63,Medium,LLM,0.77,0.96,0.663,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,maintain records,Hard,Analyze,1.0,Very High,BERT+LLM,0.83,1.22,0.8979999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,prepare periodic reports,Hard,Apply,1.0,Very High,BERT+LLM,0.82,1.24,0.9025,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,prepare spotlists,Hard,Apply,1.0,Very High,BERT+LLM,0.84,1.25,0.9085,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,send spotlists to clients,Soft,,0.674,Medium,LLM,0.77,0.96,0.6805999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,input media contracts,Hard,Apply,0.942,Very High,BERT+LLM,0.79,1.23,0.8717999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,input confirmations,Hard,Apply,0.703,Medium High,BERT+LLM,0.89,0.96,0.7101999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,input written appearance instructions to media,Hard,Apply,0.683,Medium,BERT+LLM,0.85,0.96,0.6961999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,input billings,Hard,Apply,0.606,Medium,LLM,0.8,0.96,0.6578999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,check billings,Hard,Evaluate,0.718,Medium High,LLM,0.8,0.96,0.7026999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,checking of costs,Hard,Evaluate,0.543,Medium Low,BERT (standalone),0.75,0.87,0.5982000000000001,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,ensure all details are captured accurately,Hard,Evaluate,0.542,Medium Low,BERT (standalone),0.79,0.87,0.6038,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,send to clients with comments,Hard,Understand,0.541,Medium Low,BERT (standalone),0.75,0.87,0.5974,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,Ensure that all billings,Hard,Analyze,0.666,Medium,BERT (standalone),0.76,0.87,0.6489,Verified_HIGH,calibrated,True
in-3f1f20262049095a,,shape AI solutions,Hard,Apply,0.938,Very High,BERT+LLM,0.77,1.28,0.8821999999999999,Verified_HIGH,calibrated,True
in-3f1f20262049095a,,meet client needs,Soft,,0.758,Medium High,BERT+LLM,0.76,1.28,0.8087,Verified_HIGH,calibrated,True
in-3f1f20262049095a,,deliver business value,Soft,,0.672,Medium,LLM,0.8,0.99,0.6933,Verified_HIGH,calibrated,True
in-3f1f20262049095a,,deliver technically feasible solutions,Hard,Apply,0.663,Medium,LLM,0.86,0.99,0.6987,Verified_HIGH,calibrated,True
in-bf0e9f6211607d23,,lead with creativity,Soft,,0.907,Very High,BERT+LLM,0.78,1.39,0.9043,Verified_HIGH,calibrated,True
in-bf0e9f6211607d23,,lead with systems thinking,Soft,,0.641,Medium,BERT+LLM,0.8,1.07,0.7049,Verified_HIGH,calibrated,True
in-bf0e9f6211607d23,,leverage design systems,Hard,Create,1.0,Very High,BERT+LLM,0.81,1.39,0.946,Verified_HIGH,calibrated,True
in-bf0e9f6211607d23,,explore emerging technologies,Hard,Analyze,1.0,Very High,BERT+LLM,0.87,1.39,0.9549999999999998,Verified_HIGH,calibrated,True
in-bf0e9f6211607d23,,drive innovation,Soft,,0.913,Very High,BERT+LLM,0.83,1.39,0.9141999999999999,Verified_HIGH,calibrated,True
in-bf0e9f6211607d23,,craft user experiences,Hard,Apply,1.0,Very High,BERT+LLM,0.8,1.39,0.9444999999999999,Verified_HIGH,calibrated,True
in-ff31808feab0524e,,understand client business model,Soft,,0.885,High,BERT+LLM,0.76,1.24,0.8474999999999999,Verified_HIGH,calibrated,True
in-ff31808feab0524e,,understand client requirements,Soft,,0.701,Medium High,LLM,0.88,0.98,0.7139,Verified_HIGH,calibrated,True
in-ff31808feab0524e,,understand client pain points,Soft,,0.688,Medium,LLM,0.8,0.98,0.6966999999999999,Verified_HIGH,calibrated,True
in-ff31808feab0524e,,understand big picture vision of transformation program,Soft,,0.907,Very High,BERT+LLM,0.8,1.26,0.8683,Verified_HIGH,calibrated,True
in-ff31808feab0524e,,prepare a plan to drive day-to-day execution of project,Hard,Create,0.764,Medium High,BERT+LLM,0.71,0.98,0.7136,Verified_HIGH,calibrated,True
in-ff31808feab0524e,,prepare a plan,Hard,Create,0.692,Medium,BERT (standalone),0.72,0.88,0.6562999999999999,Verified_HIGH,calibrated,True
in-50790458f1cb7392,,challenge briefs proactively,Soft,,1.0,Very High,BERT+LLM,0.86,1.26,0.9145,Verified_HIGH,calibrated,True
in-50790458f1cb7392,,think of ways to exceed client expectations,Soft,,0.795,Medium High,BERT+LLM,0.76,1.25,0.8145,Verified_HIGH,calibrated,True
in-50790458f1cb7392,,creative instinct,Hard,Apply,0.499,Low,BERT (standalone),0.84,0.88,0.5971,Verified_HIGH,calibrated,True
in-50790458f1cb7392,,are,Hard,Apply,0.411,Low,BERT (standalone),0.69,0.88,0.32364,Low_Confidence,calibrated,False
in-50790458f1cb7392,,full of ideas,Hard,Apply,0.501,Medium Low,BERT (standalone),0.71,0.88,0.5784,Verified_HIGH,calibrated,True
in-3eb6babc74e5b1cc,,shape the future,Soft,,0.628,Medium,LLM,0.74,0.9,0.6397,Verified_HIGH,calibrated,True
in-f0b8e867898d9fc7,,support clients,Soft,,0.907,Very High,BERT+LLM,0.81,1.26,0.8697999999999999,Verified_HIGH,calibrated,True
in-f0b8e867898d9fc7,,manage change,Soft,,0.68,Medium,LLM,0.78,0.97,0.695,Verified_HIGH,calibrated,True
in-f0b8e867898d9fc7,,optimize business processes,Soft,,0.69,Medium,LLM,0.85,0.97,0.702,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,communicate verbally,Soft,,0.673,Medium,LLM,0.89,0.94,0.7147000000000001,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,communicate in writing,Soft,,0.661,Medium,LLM,0.8,0.94,0.6964,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,solve problems,Soft,,0.66,Medium,LLM,0.8,0.94,0.8160000000000001,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,analyze information,Soft,,0.671,Medium,LLM,0.87,0.94,0.6959,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,work independently,Soft,,0.81,High,BERT+LLM,0.86,1.22,0.8490000000000001,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,work as part of a team,Soft,,0.876,High,BERT+LLM,0.68,0.94,0.7419,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,manage multiple priorities,Soft,,1.0,Very High,BERT+LLM,0.84,1.2,0.916,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,communication skills.,Soft,,0.591,Medium Low,BERT (standalone),0.9,0.84,0.6459,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,problem,Hard,Apply,0.488,Low,BERT (standalone),0.81,0.84,0.38172000000000006,Low_Confidence,calibrated,False
in-6a11f6623b90c10e,,-solving,Hard,Apply,0.436,Low,BERT (standalone),0.84,0.84,0.33594,Low_Confidence,calibrated,False
in-6a11f6623b90c10e,,analytical abilities.,Hard,Apply,0.441,Low,BERT (standalone),0.9,0.84,0.5709,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,Detail,Hard,Understand,0.648,Medium,BERT (standalone),0.78,0.84,0.38142000000000004,Low_Confidence,calibrated,False
in-6a11f6623b90c10e,,-oriented,Hard,Apply,0.482,Low,BERT (standalone),0.87,0.84,0.38117999999999996,Low_Confidence,calibrated,False
in-6a11f6623b90c10e,,commitment to accuracy.,Hard,Apply,0.485,Low,BERT (standalone),0.81,0.84,0.575,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,work effectively in a fast -paced environment,Hard,Apply,0.492,Low,BERT (standalone),0.77,0.84,0.5718,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,deliver solutions,Soft,,0.695,Medium,LLM,0.84,0.98,0.7204999999999999,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,ensure successful design,Hard,Create,1.0,Very High,BERT+LLM,0.82,1.27,0.9115,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,ensure successful integration,Hard,Analyze,0.739,Medium High,LLM,0.87,0.98,0.7276,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,ensure successful validation,Hard,Analyze,0.738,Medium High,LLM,0.86,0.98,0.7256999999999999,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,ensure successful delivery of new features,Hard,Analyze,1.0,Very High,BERT+LLM,0.77,1.24,0.895,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,integration,Hard,Apply,0.527,Medium Low,BERT (standalone),0.9,0.88,0.37488,Low_Confidence,calibrated,False
in-819016745fbf8e52,,validation,Hard,Apply,0.527,Medium Low,BERT (standalone),0.9,0.88,0.37038,Low_Confidence,calibrated,False
in-819016745fbf8e52,,system components.,Hard,Apply,0.522,Medium Low,BERT (standalone),0.86,0.88,0.6093,Verified_HIGH,calibrated,True
in-b0e3d6930bef9118,,foster internal relationships,Soft,,0.673,Medium,LLM,0.87,0.9,0.6772,Verified_HIGH,calibrated,True
in-b0e3d6930bef9118,,promote effective collaboration,Soft,,0.648,Medium,LLM,0.89,0.9,0.6702000000000001,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,learn .NET,Hard,Apply,0.584,Medium Low,LLM,0.74,0.9,0.6221,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,learn C#,Hard,Apply,0.58,Medium Low,LLM,0.71,0.9,0.616,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use React.js,Hard,Apply,0.696,Medium,LLM,0.77,0.9,0.6714,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Next.js,Hard,Apply,0.694,Medium,LLM,0.75,0.9,0.6676,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Angular.js,Hard,Apply,0.701,Medium High,LLM,0.8,0.9,0.6779,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use GitHub Actions,Hard,Apply,0.696,Medium,LLM,0.76,0.9,0.6698999999999999,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Jenkins,Hard,Apply,0.694,Medium,LLM,0.75,0.9,0.6676,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Bitbucket Pipelines,Hard,Apply,0.703,Medium High,LLM,0.81,0.9,0.6801999999999999,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Gitlab Runners,Hard,Apply,0.696,Medium,LLM,0.76,0.9,0.6698999999999999,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Docker,Hard,Apply,0.692,Medium,LLM,0.74,0.9,0.6728,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Kubernetes,Hard,Apply,0.701,Medium High,LLM,0.8,0.9,0.6854,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Copilot,Hard,Apply,0.694,Medium,LLM,0.75,0.9,0.6676,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use RooCode,Hard,Apply,0.694,Medium,LLM,0.75,0.9,0.6676,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Cline,Hard,Apply,0.69,Medium,LLM,0.72,0.9,0.6615,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,provide customer service,Soft,,0.611,Medium,LLM,0.82,0.9,0.6748999999999999,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,work with data,Soft,,0.598,Medium Low,LLM,0.72,0.9,0.6246999999999999,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,apply creativity,Soft,,0.611,Medium,LLM,0.83,0.9,0.6463999999999999,Verified_HIGH,calibrated,True
in-a8f3619ace5efe56,,grow leadership skills,Soft,,0.636,Medium,LLM,0.8,0.9,0.6518999999999999,Verified_HIGH,calibrated,True
in-a8f3619ace5efe56,,leadership,Hard,Apply,0.308,Very Low,BERT (standalone),0.9,0.81,0.31872,Low_Confidence,calibrated,False
in-277cf9b06c74153d,,anticipate guest needs,Soft,,0.704,Medium High,LLM,0.8,1.0,0.7091,Verified_HIGH,calibrated,True
in-277cf9b06c74153d,,act on guest needs,Soft,,0.837,High,BERT+LLM,0.71,1.3,0.8388,Verified_HIGH,calibrated,True
in-277cf9b06c74153d,,prioritize guest requests,Soft,,0.922,Very High,BERT+LLM,0.83,1.3,0.8907999999999999,Verified_HIGH,calibrated,True
in-277cf9b06c74153d,,prioritize job responsibilities,Soft,,0.613,Medium,BERT+LLM,0.89,1.0,0.6861999999999999,Verified_HIGH,calibrated,True
in-277cf9b06c74153d,,multi-task in a fast-paced environment,Soft,,0.81,High,BERT+LLM,0.78,1.26,0.8265,Verified_HIGH,calibrated,True
in-277cf9b06c74153d,,anticipate,Hard,Apply,0.541,Medium Low,BERT (standalone),0.9,0.9,0.37734,Low_Confidence,calibrated,False
in-277cf9b06c74153d,,multi,Hard,Apply,0.522,Medium Low,BERT (standalone),0.75,0.9,0.36378000000000005,Low_Confidence,calibrated,False
in-f60c7c41c622d9ed,,lead product engineering teams,Soft,,1.0,Very High,BERT+LLM,0.81,1.27,0.9099999999999999,Verified_HIGH,calibrated,True
in-f60c7c41c622d9ed,,set clear roadmaps,Soft,,0.877,High,BERT+LLM,0.76,1.3,0.8623,Verified_HIGH,calibrated,True
in-f60c7c41c622d9ed,,ensure consistent milestones and updates,Soft,,0.706,Medium High,LLM,0.82,1.0,0.7129,Verified_HIGH,calibrated,True
in-f60c7c41c622d9ed,,make sure milestones,Hard,Apply,0.508,Medium Low,BERT (standalone),0.78,0.9,0.5977000000000001,Verified_HIGH,calibrated,True
in-f60c7c41c622d9ed,,updates are consistent,Hard,Apply,0.511,Medium Low,BERT (standalone),0.8,0.9,0.6019000000000001,Verified_HIGH,calibrated,True
in-ea5fe0c67dbb09a7,,design microservices,Hard,Create,0.736,Medium High,LLM,0.89,0.93,0.7143999999999999,Verified_HIGH,calibrated,True
in-ea5fe0c67dbb09a7,,implement microservices,Hard,Apply,0.739,Medium High,LLM,0.9,0.93,0.7171,Verified_HIGH,calibrated,True
in-ea5fe0c67dbb09a7,,develop event-driven applications,Hard,Create,1.0,Very High,BERT+LLM,0.88,1.2,0.8995,Verified_HIGH,calibrated,True
in-ea5fe0c67dbb09a7,,develop containerized applications,Hard,Create,0.739,Medium High,LLM,0.9,0.93,0.7171,Verified_HIGH,calibrated,True
in-ea5fe0c67dbb09a7,,communicate effectively,Soft,,0.64,Medium,LLM,0.9,0.93,0.76,Verified_HIGH,calibrated,True
in-ea5fe0c67dbb09a7,,work in a team,Soft,,0.668,Medium,LLM,0.68,0.93,0.6782,Verified_HIGH,calibrated,True
in-ea5fe0c67dbb09a7,,pay attention to detail,Soft,,0.621,Medium,LLM,0.75,0.93,0.6624000000000001,Verified_HIGH,calibrated,True
in-ea5fe0c67dbb09a7,,designing,Hard,Create,0.538,Medium Low,BERT (standalone),0.87,0.84,0.4081200000000001,Verified_MEDIUM,calibrated,True
in-ea5fe0c67dbb09a7,,implementing REST based micro services,Hard,Apply,0.531,Medium Low,BERT (standalone),0.8,0.84,0.5919000000000001,Verified_HIGH,calibrated,True
in-5bd95884fcfdbfe2,,implement cloud database platforms,Hard,Apply,0.747,Medium High,LLM,0.98,0.96,0.7413,Verified_HIGH,calibrated,True
