rank,demand_freq,mean_confidence,skill,skill_type,bloom_level,example_job_ids,demand_norm,trend_score_norm,trend_label,trend_q_value,future_weight,future_domain,mapping_margin,future_norm,coverage_gap,validity_score,priority_score,expert_priority
22,1,0.839,plan enterprise AI software solutions,Soft,Unknown,['in-cf284d58281847c3'],0.037037037037037035,0.0,Unknown,1.0,0.505537149310112,Human-AI Collaboration,0.043268293,0.8952270871767124,1.0,0.839,0.28338294096782857,
23,1,0.625,operate AI/ML models and pipelines,Hard,Create,['in-5211c83d2e8587c2'],0.037037037037037035,0.0,Unknown,1.0,0.5041322112083435,AI & Machine Learning,0.12732172,0.892739161914986,1.0,0.625,0.28263656338931065,
24,1,0.573,manage cloud infrastructure,Hard,Analyze,['in-66ba0381047cf55d'],0.037037037037037035,0.0,Unknown,1.0,0.5032537102699279,Cloud Computing & Infrastructure,0.2637725,0.8911834743908288,1.0,0.573,0.28216985713206344,
25,1,0.598,apply machine learning technologies,Hard,Analyze,['in-208b2e5025df647a'],0.037037037037037035,0.0,Unknown,1.0,0.5007392168045044,AI & Machine Learning,0.19529939,0.8867307004179409,1.0,0.598,0.2808340249401971,
26,1,0.571,research Responsible AI Management Systems,Hard,Apply,['in-8082f00eb720b9ce'],0.037037037037037035,0.0,Unknown,1.0,0.4988682091236114,Human-AI Collaboration,0.10811013,0.883417438952316,1.0,0.571,0.2798400465005096,
27,1,0.675,build cloud environments,Hard,Create,['in-04d821a61bf4f3f8'],0.037037037037037035,0.0,Unknown,1.0,0.4943165898323059,Cloud Computing & Infrastructure,0.29828793,0.8753572343053313,1.0,0.675,0.2774219851064142,
28,1,0.646,develop Responsible AI Management Systems,Hard,Create,['in-8082f00eb720b9ce'],0.037037037037037035,0.0,Unknown,1.0,0.4931280225515365,Human-AI Collaboration,0.11368555,0.8732524678680302,1.0,0.646,0.2767905551752239,
29,1,0.63,work with AI researchers,Soft,Unknown,['in-46672571d6d34e6b'],0.037037037037037035,0.0,Unknown,1.0,0.4923619508743286,Human-AI Collaboration,0.0517464,0.871895874950791,1.0,0.63,0.27638357730005214,
30,1,0.668,implement AI agents,Hard,Apply,['in-6326014716e19d90'],0.037037037037037035,0.0,Unknown,1.0,0.4914175122976303,Human-AI Collaboration,0.02072829,0.8702234221999127,1.0,0.668,0.2758818414747886,
31,1,0.719,architect AI/GEN AI solutions,Hard,Create,['in-3e332c91d6fcc338'],0.037037037037037035,0.0,Unknown,1.0,0.4906050652265548,Human-AI Collaboration,0.0752857,0.868784705725927,1.0,0.719,0.27545022653259293,
32,1,1.0,deliver enterprise AI software solutions,Hard,Apply,['in-cf284d58281847c3'],0.037037037037037035,0.0,Unknown,1.0,0.4857560902833938,Human-AI Collaboration,0.088850826,0.8601979308072434,1.0,1.0,0.2728741940569878,
33,1,0.718,design AI solutions,Hard,Create,['in-c21e3d7abe810f58'],0.037037037037037035,0.0,Unknown,1.0,0.4836137056350708,Human-AI Collaboration,0.066957265,0.8564041032498668,1.0,0.718,0.2717360457897749,
34,1,0.694,develop AI-powered applications,Hard,Create,['in-1559fe45da036959'],0.037037037037037035,0.0,Unknown,1.0,0.4834197670221328,Human-AI Collaboration,0.011811078,0.8560606683513861,1.0,0.694,0.27163301532023065,
35,1,0.96,enhance cybersecurity awareness,Soft,Unknown,['in-1cf32aaea21558d2'],0.037037037037037035,0.0,Unknown,1.0,0.4825408816337586,Cybersecurity,0.27402896,0.8545043000265851,1.0,0.96,0.27116610482279035,
36,1,0.706,manage cloud environments,Hard,Apply,['in-7f1b7715acb11a2e'],0.037037037037037035,0.0,Unknown,1.0,0.477122563123703,Cloud Computing & Infrastructure,0.21505573,0.8449093068519545,1.0,0.706,0.2682876068704012,
37,1,0.621,leverage AI tools,Hard,Apply,['in-832889a1223dd15f'],0.037037037037037035,0.0,Unknown,1.0,0.4747995212674141,Human-AI Collaboration,0.038357794,0.8407955636834591,1.0,0.621,0.26705348391985256,
38,1,0.422,critical -thinking abilities.,Hard,Apply,['in-3d6c0a0398154f2b'],0.037037037037037035,0.0,Unknown,1.0,0.4734571933746338,Critical Thinking & Problem Solving,0.29099566,0.8384185112924931,1.0,0.422,0.26634036820256274,
39,1,0.507,implement scalable AI / ML models for classification,Hard,Create,['in-4b1eb891426139d1'],0.037037037037037035,0.0,Unknown,1.0,0.4734564423561096,AI & Machine Learning,0.14859232,0.8384171813563515,1.0,0.507,0.26633996922172026,
40,1,0.626,visualize AI/ML models and pipelines,Hard,Create,['in-5211c83d2e8587c2'],0.037037037037037035,0.0,Unknown,1.0,0.4690226316452026,AI & Machine Learning,0.0894413,0.8305655972477752,1.0,0.626,0.26398449398914736,
41,1,0.735,ensure seamless delivery of AI solutions,Hard,Analyze,['in-82a03631efa7b871'],0.037037037037037035,0.0,Unknown,1.0,0.4674447178840637,Human-AI Collaboration,0.11039433,0.8277713591939979,1.0,0.735,0.2631462225730142,
42,1,0.676,integrate machine learning frameworks into MLOps processes,Hard,Create,['in-6fa8aa41b2610450'],0.037037037037037035,0.0,Unknown,1.0,0.4669376015663147,AI & Machine Learning,0.07441464,0.8268733356469297,1.0,0.676,0.2628768155088937,
43,1,1.0,implement machine learning models,Hard,Create,['in-c544b177c63d3d08'],0.037037037037037035,0.0,Unknown,1.0,0.4645761251449585,AI & Machine Learning,0.2465523,0.8226915308853762,1.0,1.0,0.26162227408042765,
44,1,0.593,use AI-based modelling,Hard,Create,['in-1d7e13f2620e956d'],0.037037037037037035,0.0,Unknown,1.0,0.4638684391975403,AI & Machine Learning,0.037867874,0.8214383299481005,1.0,0.593,0.26124631379924496,
45,1,0.707,architect AI features,Hard,Create,['in-688c9596567360d1'],0.037037037037037035,0.0,Unknown,1.0,0.4638017296791076,Human-AI Collaboration,0.03315839,0.8213201978425669,1.0,0.707,0.26121087416758487,
46,1,0.686,support cybersecurity operations,Hard,Evaluate,['in-e0a82e088b4f4bc9'],0.037037037037037035,0.0,Unknown,1.0,0.4625349283218384,Cybersecurity,0.17783383,0.8190768911129879,1.0,0.686,0.26053788214871115,
47,5,0.4344,-solving skills,Hard,Apply,"['in-4d39d1108694485c', 'in-49485fa1b1499585', 'in-7d34855edd4c608f', 'in-461835a3a8ec7f39', 'in-75ca43a69cdde4ac']",0.18518518518518517,0.0,Unknown,1.0,0.3504318475723267,Critical Thinking & Problem Solving,0.11760789,0.6205598986825094,1.0,0.4344,0.26024204367882686,
48,1,0.682,develop machine learning models,Hard,Create,['in-1559fe45da036959'],0.037037037037037035,0.0,Unknown,1.0,0.4599860310554504,AI & Machine Learning,0.19283894,0.8145631933987543,1.0,0.682,0.2591837728344411,
49,1,1.0,deploy AI-powered solutions,Hard,Apply,['in-f7d4087daa3ce046'],0.037037037037037035,0.0,Unknown,1.0,0.4597209498286247,Human-AI Collaboration,0.13931936,0.8140937760772374,1.0,1.0,0.259042947637986,
50,1,1.0,deploy AI features,Hard,Apply,['in-688c9596567360d1'],0.037037037037037035,0.0,Unknown,1.0,0.4596837192773819,Human-AI Collaboration,0.06871116,0.8140278466040255,1.0,1.0,0.25902316879602244,
51,1,0.668,use AI/ML across platforms,Hard,Apply,['in-9ea3874df4d182b6'],0.037037037037037035,0.0,Unknown,1.0,0.4584991037845611,AI & Machine Learning,0.082319856,0.8119300781640413,1.0,0.668,0.2583938382640272,
52,1,0.486,apply cutting edge machine learning technologies in,Hard,Analyze,['in-208b2e5025df647a'],0.037037037037037035,0.0,Unknown,1.0,0.4580695033073425,AI & Machine Learning,0.16909775,0.8111693230258779,1.0,0.486,0.2581656117225782,
53,1,0.631,work with data scientists,Soft,Unknown,['in-101e930210888ced'],0.037037037037037035,0.0,Unknown,1.0,0.4577373147010803,Big Data & Analytics,0.108875275,0.8105810690493239,1.0,0.631,0.257989135529612,
54,1,0.671,ensure seamless integration of AI solutions,Hard,Analyze,['in-82a03631efa7b871'],0.037037037037037035,0.0,Unknown,1.0,0.4564204260706901,Human-AI Collaboration,0.089806825,0.8082490656063936,1.0,0.671,0.2572895344967329,
55,1,0.559,resilient,Hard,Apply,['in-70d9729b33e91bda'],0.037037037037037035,0.0,Unknown,1.0,0.4553332775831222,Resilience & Adaptability,0.4066567,0.8063238959622199,1.0,0.559,0.2567119836034808,
56,1,0.687,integrate AI to accelerate engineering craft,Hard,Create,['in-65376c11e70261db'],0.037037037037037035,0.0,Unknown,1.0,0.4547570556402206,Human-AI Collaboration,0.036963254,0.8053034971800235,1.0,0.687,0.25640586396882187,
57,1,0.68,measure the effectiveness of cybersecurity programs,Hard,Create,['in-2650e0f960a33a06'],0.037037037037037035,0.0,Unknown,1.0,0.454109251499176,Cybersecurity,0.31295592,0.804156337539946,1.0,0.68,0.2560617160767986,
58,1,0.787,harness AI techniques,Hard,Apply,['in-036c776371efd2b7'],0.037037037037037035,0.0,Unknown,1.0,0.4535910457372665,Human-AI Collaboration,0.03285989,0.803238676324691,1.0,0.787,0.2557864177122221,
59,1,0.483,Using AI,Hard,Apply,['in-4277fb6e6587a9f5'],0.037037037037037035,0.0,Unknown,1.0,0.4533217683434486,Human-AI Collaboration,0.006406784,0.802761828248859,1.0,0.483,0.2556433632894725,
60,1,0.707,develop analytics programs,Hard,Create,['in-c2940fa838ae88f4'],0.037037037037037035,0.0,Unknown,1.0,0.4531173169612885,Big Data & Analytics,0.091119766,0.8023997768831578,1.0,0.707,0.25553474787976216,
61,1,0.716,implement cybersecurity,Hard,Apply,['in-7461bc5cf0db64c7'],0.037037037037037035,0.0,Unknown,1.0,0.4502444565296173,Cybersecurity,0.19424951,0.7973123911596358,1.0,0.716,0.2540085321627056,
62,1,0.526,analytics professionals,Hard,Apply,['in-6235657510a0ff3f'],0.037037037037037035,0.0,Unknown,1.0,0.4490716606378555,Big Data & Analytics,0.095190525,0.7952355533813092,1.0,0.526,0.2533854808292076,
63,1,0.638,manage cloud,Hard,Apply,['in-7461bc5cf0db64c7'],0.037037037037037035,0.0,Unknown,1.0,0.4488599330186844,Cloud Computing & Infrastructure,0.22435975,0.7948606169398548,1.0,0.638,0.25327299989677127,
64,1,0.702,perform data analytics,Hard,Apply,['in-7461bc5cf0db64c7'],0.037037037037037035,0.0,Unknown,1.0,0.4474775969982147,Big Data & Analytics,0.12091455,0.7924127164229624,1.0,0.702,0.25253862974170355,
65,1,0.62,utilise agentic AI,Hard,Apply,['in-3960a94bf9424cf7'],0.037037037037037035,0.0,Unknown,1.0,0.4424328655004501,Human-AI Collaboration,0.03946504,0.7834792873159314,1.0,0.62,0.24985860100959423,
66,1,0.625,monitor AI/ML models and pipelines,Hard,Create,['in-5211c83d2e8587c2'],0.037037037037037035,0.0,Unknown,1.0,0.4419248402118683,AI & Machine Learning,0.11013982,0.7825796541239298,1.0,0.625,0.24958871105199373,
67,1,0.745,support cloud services,Hard,Evaluate,['in-a55c33244443944b'],0.037037037037037035,0.0,Unknown,1.0,0.4408973336219787,Cloud Computing & Infrastructure,0.23383844,0.7807601009362423,1.0,0.745,0.24904284509568747,
68,1,0.661,design with AI,Hard,Create,['in-3f5544973b173636'],0.037037037037037035,0.0,Unknown,1.0,0.4407843023538589,Human-AI Collaboration,0.032686263,0.7805599402694013,1.0,0.661,0.2489827968956352,
69,1,1.0,migrate to cloud,Hard,Evaluate,['in-fd945c58fd3518ad'],0.037037037037037035,0.0,Unknown,1.0,0.4405574291944503,Cloud Computing & Infrastructure,0.30156124,0.7801581834490903,1.0,1.0,0.24886226984954188,
70,1,0.554,designing practical AI solutions,Hard,Create,['in-c21e3d7abe810f58'],0.037037037037037035,0.0,Unknown,1.0,0.4399520367383956,Human-AI Collaboration,0.025933951,0.7790861282583448,1.0,0.554,0.24854065329231823,
71,1,0.806,design AI-powered solutions,Hard,Create,['in-f7d4087daa3ce046'],0.037037037037037035,0.0,Unknown,1.0,0.4395333558320999,Human-AI Collaboration,0.06934273,0.7783447099694789,1.0,0.806,0.24831822780565846,
72,1,1.0,prototype machine learning models,Hard,Create,['in-2bb772370042153d'],0.037037037037037035,0.0,Unknown,1.0,0.4389913976192474,AI & Machine Learning,0.21800797,0.7773849868849825,1.0,1.0,0.24803031088030955,
73,1,0.864,build proprietary AI products,Hard,Create,['in-65376c11e70261db'],0.037037037037037035,0.0,Unknown,1.0,0.437852431833744,Human-AI Collaboration,0.057534575,0.77536805692456,1.0,0.864,0.2474252318921828,
74,12,0.7121666666666666,communicate effectively,Soft,Unknown,"['in-ea5fe0c67dbb09a7', 'in-f1d38688733ca9cc', 'in-7dcac2d609f1fbd9', 'in-5a500be9cb192f09', 'in-5906aa7cd05b4ccd']",0.4444444444444444,0.0,Unknown,1.0,0.1300058484077453,Advanced Communication & Collaboration,0.13520671,0.2302199890647583,1.0,0.7121666666666666,0.24684377449720526,
75,1,0.816,contribute to AI thought leadership,Soft,Unknown,['in-2b3451661a07f6bb'],0.037037037037037035,0.0,Unknown,1.0,0.4348187789320945,Human-AI Collaboration,0.111732066,0.7699959329286181,1.0,0.816,0.24581359469340022,
76,1,0.682,build cybersecurity solutions,Hard,Create,['in-33451d1313ab6342'],0.037037037037037035,0.0,Unknown,1.0,0.4341811090707779,Cybersecurity,0.17980403,0.7688667195101664,1.0,0.682,0.2454748306678647,
77,1,0.657,implement monitoring for AI/ML systems,Hard,Analyze,['in-9dffcd98fe9ff591'],0.037037037037037035,0.0,Unknown,1.0,0.4283362627029419,AI & Machine Learning,0.0901981,0.7585164123249996,1.0,0.657,0.24236973851231466,
78,9,0.9366666666666666,collaborate with cross-functional teams,Soft,Unknown,"['in-2284d87b510f9e95', 'in-eb099eb21be72a2b', 'in-a29147e44d7396ef', 'in-1cf32aaea21558d2', 'in-dce8d5a3bbe36ce5']",0.3333333333333333,0.0,Unknown,1.0,0.2049829959869384,Advanced Communication & Collaboration,0.11611682,0.3629927704987991,1.0,0.9366666666666666,0.24223116448297305,
79,2,0.61,deploy machine learning models,Hard,Create,"['in-d2c6a2161837d30b', 'in-1559fe45da036959']",0.07407407407407407,0.0,Unknown,1.0,0.3992605805397033,AI & Machine Learning,0.12472591,0.7070279346014667,1.0,0.61,0.24173801001006967,
80,2,0.6970000000000001,experiment with AI,Hard,Apply,"['in-88ba79d1d1ab1a2d', 'in-3f5544973b173636']",0.07407407407407407,0.0,Unknown,1.0,0.3987198948860168,Human-AI Collaboration,0.0069307387,0.706070465019877,1.0,0.6970000000000001,0.2414507691355927,
81,1,0.677,design cloud environments,Hard,Create,['in-04d821a61bf4f3f8'],0.037037037037037035,0.0,Unknown,1.0,0.4234911009669304,Cloud Computing & Infrastructure,0.14582238,0.7499363899987493,1.0,0.677,0.2397957318144396,
82,1,0.73,implement generative AI capabilities,Hard,Apply,['in-07a9c2a299829676'],0.037037037037037035,0.0,Unknown,1.0,0.4226559698581695,AI & Machine Learning,0.023280203,0.7484575036480094,1.0,0.73,0.23935206590921765,
83,1,0.677,deploy cloud services continuously,Hard,Apply,['in-a470584839bffca3'],0.037037037037037035,0.0,Unknown,1.0,0.4218566313385963,Cloud Computing & Infrastructure,0.325421,0.7470420003649725,1.0,0.677,0.23892741492430655,
84,1,0.571,push boundaries of artificial intelligence,Hard,Apply,['in-e07c53dcbcbf3274'],0.037037037037037035,0.0,Unknown,1.0,0.4210362136363983,AI & Machine Learning,0.02973196,0.7455891691520552,1.0,0.571,0.23849156556043136,
85,1,0.548,supporting cloud (Azure),Hard,Evaluate,['in-5bd95884fcfdbfe2'],0.037037037037037035,0.0,Unknown,1.0,0.4199847504496574,Cloud Computing & Infrastructure,0.31390628,0.7437271925847067,1.0,0.548,0.2379329725902268,
86,1,0.613,present vision for implementing AI-driven automation,Soft,Unknown,['in-e0ae2731dd70688b'],0.037037037037037035,0.0,Unknown,1.0,0.4181065082550048,Human-AI Collaboration,0.019019544,0.7404011199286696,1.0,0.613,0.2369351507934157,
87,1,0.693,use Azure DevOps,Hard,Apply,['in-ca4e4266a9a3dd46'],0.037037037037037035,0.0,Unknown,1.0,0.4176229998469352,Cloud Computing & Infrastructure,0.23538604,0.739544902290911,1.0,0.693,0.23667828550208808,
88,1,0.739,use data analytics tools,Hard,Apply,['in-550c01179f54c332'],0.037037037037037035,0.0,Unknown,1.0,0.4137113213539123,Big Data & Analytics,0.09061831,0.7326179325359493,1.0,0.739,0.2346001945755996,
89,1,0.986,leverage Azure DevOps pipelines,Hard,Apply,['in-d531b391c880d7ca'],0.037037037037037035,0.0,Unknown,1.0,0.4122971802949905,Cloud Computing & Infrastructure,0.24058332,0.7301137102789634,1.0,0.986,0.23384892789850384,
90,3,0.4726666666666666,analytical skills,Hard,Apply,"['in-7d34855edd4c608f', 'in-fdb767bd9c1ff1b1', 'in-062b683865789456']",0.1111111111111111,0.0,Unknown,1.0,0.3559671878814697,Critical Thinking & Problem Solving,0.13419867,0.6303621191291143,1.0,0.4726666666666666,0.23355308018317875,
91,1,1.0,maintain cybersecurity risk register,Hard,Analyze,['in-0c8aa4fe6af5842e'],0.037037037037037035,0.0,Unknown,1.0,0.4117079526185989,Cybersecurity,0.2663924,0.7290702803804093,1.0,1.0,0.2335358989289376,
92,1,0.698,develop on Cloud platforms,Hard,Create,['in-8cb2b3de05fe17bb'],0.037037037037037035,0.0,Unknown,1.0,0.4114592999219894,Cloud Computing & Infrastructure,0.15512082,0.7286299554119908,1.0,0.698,0.23340380143841205,
93,1,0.571,secure cloud environments,Hard,Apply,['in-04d821a61bf4f3f8'],0.037037037037037035,0.0,Unknown,1.0,0.4105732887983322,Cloud Computing & Infrastructure,0.18833259,0.7270609685264173,1.0,0.571,0.23293310537274,
94,1,1.0,maintain AI-powered applications,Hard,Analyze,['in-1559fe45da036959'],0.037037037037037035,0.0,Unknown,1.0,0.4097233489155769,Human-AI Collaboration,0.028731823,0.7255558581570751,1.0,1.0,0.23248157226193733,
95,2,0.8025,design machine learning models,Hard,Create,"['in-1559fe45da036959', 'in-c544b177c63d3d08']",0.07407407407407407,0.0,Unknown,1.0,0.3797096312046051,AI & Machine Learning,0.09866834,0.6724062664437764,1.0,0.8025,0.23135150956276257,
96,1,0.48,problem -solving skills,Hard,Apply,['in-5f24905b422258e8'],0.037037037037037035,0.0,Unknown,1.0,0.4068210124969482,Critical Thinking & Problem Solving,0.18833503,0.7204162750787562,1.0,0.48,0.23093969733844166,
97,1,0.665,create content using AI tools,Hard,Create,['in-c021166aa01bad9c'],0.037037037037037035,0.0,Unknown,1.0,0.4057443231344222,Human-AI Collaboration,0.04194647,0.7185096269063643,1.0,0.665,0.2303677028867241,
98,1,0.489,data engineering,Hard,Create,['in-a769e9b8f8b18345'],0.037037037037037035,0.0,Unknown,1.0,0.4047391176223755,Big Data & Analytics,0.06655142,0.7167295654335496,1.0,0.489,0.22983368444487967,
99,2,0.698,perform data analysis,Hard,Apply,"['in-fcf71aaefab4a639', 'in-421a4ae284174597']",0.07407407407407407,0.0,Unknown,1.0,0.3737148910760879,Big Data & Analytics,0.031496137,0.6617905208928164,1.0,0.698,0.22816678589747458,
100,1,0.686,innovate cybersecurity solutions,Hard,Create,['in-33451d1313ab6342'],0.037037037037037035,0.0,Unknown,1.0,0.3996539711952209,Cybersecurity,0.15774971,0.7077245678185154,1.0,0.686,0.22713218516036943,
101,1,0.793,perform complex thinking,Soft,Unknown,['in-997c4ba0537b73fd'],0.037037037037037035,0.0,Unknown,1.0,0.3987098455429077,Critical Thinking & Problem Solving,0.2605616,0.7060526692076962,1.0,0.793,0.22663061557712366,
102,1,0.692,design AI-powered applications,Hard,Create,['in-1559fe45da036959'],0.037037037037037035,0.0,Unknown,1.0,0.3985986053943633,Human-AI Collaboration,0.02825293,0.7058556803330024,1.0,0.692,0.22657151891471553,
103,1,0.596,leverage Cloud middleware,Hard,Apply,['in-8cb2b3de05fe17bb'],0.037037037037037035,0.0,Unknown,1.0,0.3985701635479927,Cloud Computing & Infrastructure,0.19839603,0.7058053142791623,1.0,0.596,0.22655640909856348,
104,1,0.645,support development of analytics platforms,Hard,Create,['in-77696a202803c29b'],0.037037037037037035,0.0,Unknown,1.0,0.3980661302804947,Big Data & Analytics,0.051142335,0.7049127503310565,1.0,0.645,0.22628863991413176,
105,1,0.627,push boundaries of AI,Soft,Unknown,['in-46672571d6d34e6b'],0.037037037037037035,0.0,Unknown,1.0,0.3976097166538238,Human-AI Collaboration,0.0053601265,0.7041045133061218,1.0,0.627,0.22604616880665135,
106,1,0.503,leveraging AI tools,Hard,Apply,['in-832889a1223dd15f'],0.037037037037037035,0.0,Unknown,1.0,0.3966334760189056,AI & Machine Learning,0.010021836,0.7023757440926742,1.0,0.503,0.22552753804261708,
107,1,0.424,problem -solving mindset,Hard,Apply,['in-363d647dec266b6b'],0.037037037037037035,0.0,Unknown,1.0,0.395739221572876,Critical Thinking & Problem Solving,0.22441953,0.700792159574689,1.0,0.424,0.2250524626872215,
108,1,0.752,perform on-prem to cloud migrations,Hard,Apply,['in-2fc0ce485c76bfd7'],0.037037037037037035,0.0,Unknown,1.0,0.3957104116678238,Cloud Computing & Infrastructure,0.2312238,0.7007411417465889,1.0,0.752,0.22503715733879145,
109,1,0.603,maintain machine learning models,Hard,Create,['in-1559fe45da036959'],0.037037037037037035,0.0,Unknown,1.0,0.3950876891613006,AI & Machine Learning,0.10424951,0.6996383977516225,1.0,0.603,0.22470633414030156,
110,1,0.629,push boundaries with AI,Soft,Unknown,['in-3f5544973b173636'],0.037037037037037035,0.0,Unknown,1.0,0.3945184484124183,Human-AI Collaboration,0.017833263,0.6986303615702665,1.0,0.629,0.22440392328589476,
111,1,0.571,turn analytics into growth engine,Soft,Unknown,['in-e35cdfbe5a9aab37'],0.037037037037037035,0.0,Unknown,1.0,0.3945081800222397,Big Data & Analytics,0.14506152,0.6986121778600444,1.0,0.571,0.2243984681728281,
