knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight
Cyber Security Risk Assessments,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.587354,0.587354,0.27571377,0.27207017,0.31164023,ONET05,ESCO02,WEF_FutureOfJobs_2025,0.5286186039447784
AI,42,0.6826190476190476,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5554191,0.5554191,0.52647966,0.30941197,0.028939426,WEF01,MCK01,WEF_FutureOfJobs_2025,0.5276481330394744
AI -related,1,0.458,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5537941,0.5537941,0.5040673,0.3044771,0.049726784,WEF01,MCK01,WEF_FutureOfJobs_2025,0.5261043816804886
cloud environments,2,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.61700165,0.61700165,0.41900927,0.32001746,0.19799238,ONET02,ONET06,WEF_FutureOfJobs_2025,0.5244514048099518
AI agents,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.55015004,0.55015004,0.54594326,0.342466,0.0042067766,WEF01,MCK01,WEF_FutureOfJobs_2025,0.5226425349712371
AI-related products,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5492404,0.5492404,0.51777357,0.34441042,0.03146684,WEF01,MCK01,WEF_FutureOfJobs_2025,0.5217783898115158
AI-assisted engineering tools,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.54638374,0.54638374,0.4564366,0.34284753,0.089947134,WEF01,MCK01,WEF_FutureOfJobs_2025,0.5190645515918731
AI integration,1,0.847,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.54378456,0.54378456,0.52635145,0.34433037,0.017433107,WEF01,MCK01,WEF_FutureOfJobs_2025,0.5165953308343887
AI Assisted Product Development,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5429853,0.5429853,0.44062468,0.32466573,0.102360636,WEF01,MCK01,WEF_FutureOfJobs_2025,0.5158360540866852
"Critical Thinking,",1,0.557,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.6446227,0.6446227,0.20263062,0.20018409,0.44199204,MCK02,MCK05,McKinsey_FutureOfWork_2025,0.5156981468200684
AI products,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.54085207,0.54085207,0.53912246,0.3369627,0.0017296076,WEF01,MCK01,WEF_FutureOfJobs_2025,0.5138094663619995
AI Enablement,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5407713,0.5407713,0.45983586,0.30123967,0.08093545,WEF01,MCK01,WEF_FutureOfJobs_2025,0.5137327402830124
AI/ML pipelines,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.51102877,0.51102877,0.37843433,0.36865047,0.13259444,WEF07,MCK01,WEF_FutureOfJobs_2025,0.5110287666320801
AI Ethics,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.53727907,0.53727907,0.417714,0.23154463,0.11956507,WEF01,MCK01,WEF_FutureOfJobs_2025,0.5104151159524918
cloud platform services,1,0.851,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5988314,0.5988314,0.3565296,0.35470316,0.24230182,ONET02,WEF05,WEF_FutureOfJobs_2025,0.5090067028999329
cloud infrastructure management,1,0.845,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5988268,0.5988268,0.32253763,0.26061398,0.2762892,ONET02,ONET06,WEF_FutureOfJobs_2025,0.5090028017759323
cloud services,2,0.792,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.598761,0.598761,0.3747359,0.37278166,0.22402513,ONET02,ONET06,WEF_FutureOfJobs_2025,0.508946868777275
AI experiences,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.5081845,0.5081845,0.4960897,0.27387005,0.012094796,WEF07,MCK01,WEF_FutureOfJobs_2025,0.5081844925880432
AI models,3,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.5049198,0.5049198,0.42307457,0.2436271,0.08184525,WEF07,MCK01,WEF_FutureOfJobs_2025,0.5049198269844055
Cybersecurity programs,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.5608584,0.5608584,0.34113327,0.29717007,0.21972516,ONET02,MCK01,WEF_FutureOfJobs_2025,0.5047725856304169
machine learning lifecycle,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.5033517,0.5033517,0.30674484,0.2746044,0.19660684,DEC03,WEF07,WEF_FutureOfJobs_2025,0.5033516883850098
resilience,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.6678448,0.6678448,0.1879424,0.18145409,0.4799024,ONET02,DEC03,WEF_FutureOfJobs_2025,0.5008835792541504
AI governance,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5247932,0.5247932,0.42914242,0.2294298,0.09565079,WEF01,ONET06,WEF_FutureOfJobs_2025,0.49855354726314544
Cybersecurity operations,2,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.5533649,0.5533649,0.37563184,0.3275446,0.17773303,ONET02,MCK01,WEF_FutureOfJobs_2025,0.49802838563919066
Responsible AI Management Systems,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.52378786,0.52378786,0.42694706,0.2853796,0.0968408,WEF01,MCK01,WEF_FutureOfJobs_2025,0.4975984632968902
continuous deployment of cloud services.,1,0.511,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5837832,0.5837832,0.33205688,0.2734565,0.25172633,ONET02,DEC03,WEF_FutureOfJobs_2025,0.4962157279253006
AI solutions,4,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.52189195,0.52189195,0.48306286,0.26763427,0.03882909,WEF01,MCK01,WEF_FutureOfJobs_2025,0.4957973539829254
AI-native engineering,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.52013844,0.52013844,0.47414175,0.34635168,0.045996696,WEF01,MCK01,WEF_FutureOfJobs_2025,0.49413152039051056
AI systems,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.4886387,0.4886387,0.4780704,0.27827325,0.010568291,WEF07,MCK01,WEF_FutureOfJobs_2025,0.488638699054718
data science,13,0.7477692307692307,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.54266894,0.54266894,0.46177763,0.36473045,0.08089131,ONET02,WEF01,WEF_FutureOfJobs_2025,0.48840204477310184
AI companion,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5134955,0.5134955,0.40457556,0.2942442,0.10891995,WEF01,MCK01,WEF_FutureOfJobs_2025,0.48782072961330414
cloud platforms,5,0.7866,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5738459,0.5738459,0.37788534,0.34500697,0.19596058,WEF05,ONET02,WEF_FutureOfJobs_2025,0.48776903450489045
cybersecurity engineering,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.54195666,0.54195666,0.30246294,0.29275757,0.23949373,WEF07,WEF01,WEF_FutureOfJobs_2025,0.4877609968185425
AI and theoretical physics;,1,0.535,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.48633397,0.48633397,0.46884376,0.25696906,0.017490208,WEF07,MCK01,WEF_FutureOfJobs_2025,0.486333966255188
data scientists,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.5390814,0.5390814,0.43966416,0.35896993,0.09941724,ONET02,WEF01,WEF_FutureOfJobs_2025,0.4851732552051544
Artificial Intelligence,3,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.47946668,0.47946668,0.42609036,0.2692353,0.053376317,WEF07,MCK01,WEF_FutureOfJobs_2025,0.47946667671203613
cybersecurity,9,0.7398888888888888,WEF03,Cybersecurity,Strong_Growth,0.9,0.5320104,0.5320104,0.30696848,0.29830977,0.2250419,ONET06,ONET02,WEF_FutureOfJobs_2025,0.4788093388080597
cloud-based infrastructures,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.56112635,0.56112635,0.29361734,0.2725512,0.267509,ONET02,ONET06,WEF_FutureOfJobs_2025,0.4769573986530304
AI productivity communities,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5019593,0.5019593,0.4550252,0.31437787,0.046934128,WEF01,MCK02,WEF_FutureOfJobs_2025,0.4768613576889038
AI interview intelligence platform,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.49921188,0.49921188,0.45184815,0.30635986,0.04736373,WEF01,ESCO02,WEF_FutureOfJobs_2025,0.4742512837052345
Data Analyst,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.5239587,0.5239587,0.35562524,0.33923078,0.16833344,ESCO02,WEF01,WEF_FutureOfJobs_2025,0.4715628147125244
ethical AI,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.49482796,0.49482796,0.39237726,0.20607273,0.1024507,WEF01,MCK01,WEF_FutureOfJobs_2025,0.470086558163166
data analytics tools,1,0.826,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.5124949,0.5124949,0.41052914,0.26247475,0.101965785,ONET02,DEC01,WEF_FutureOfJobs_2025,0.46124542951583863
AI investments,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.4848763,0.4848763,0.47684819,0.2669384,0.00802812,WEF01,ONET06,WEF_FutureOfJobs_2025,0.4606324896216392
AI-based modelling,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.45971632,0.45971632,0.43317723,0.2604034,0.026539087,WEF07,MCK01,WEF_FutureOfJobs_2025,0.4597163200378418
AI-powered solutions,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.48359397,0.48359397,0.4455393,0.27184492,0.038054675,WEF01,MCK01,WEF_FutureOfJobs_2025,0.45941427201032636
DataOps platform,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5368528,0.5368528,0.43276384,0.3570762,0.10408893,ONET02,WEF05,WEF_FutureOfJobs_2025,0.45632486045360565
AI space,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.4796231,0.4796231,0.4476458,0.28118342,0.031977296,WEF01,MCK01,WEF_FutureOfJobs_2025,0.45564195364713667
cloud management,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.53285325,0.53285325,0.38978332,0.28666583,0.14306992,ONET02,ONET06,WEF_FutureOfJobs_2025,0.45292525887489316
AI techniques,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.4518276,0.4518276,0.44763702,0.25595868,0.004190564,WEF07,MCK01,WEF_FutureOfJobs_2025,0.4518275856971741
Cybersecurity risk,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.49965113,0.49965113,0.20551573,0.19924253,0.2941354,WEF07,MCK05,WEF_FutureOfJobs_2025,0.4496860206127167
cloud-computing,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5286717,0.5286717,0.33195773,0.31449294,0.19671395,ONET02,ONET06,WEF_FutureOfJobs_2025,0.44937092959880826
Cloud business,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.52783287,0.52783287,0.38040736,0.34021533,0.1474255,WEF05,ONET02,WEF_FutureOfJobs_2025,0.4486579358577728
machine learning workflows,1,0.834,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.44826916,0.44826916,0.35446078,0.3486658,0.09380838,MCK01,DEC03,WEF_FutureOfJobs_2025,0.44826915860176086
AI-powered applications,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.44686374,0.44686374,0.44202223,0.3087895,0.0048415065,WEF07,MCK01,WEF_FutureOfJobs_2025,0.44686374068260193
AI tutoring,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.47000015,0.47000015,0.44155684,0.2619091,0.028443307,WEF01,MCK01,WEF_FutureOfJobs_2025,0.4465001404285431
Cloud Services Management,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.52189815,0.52189815,0.34427634,0.25570956,0.17762181,ONET02,ONET06,WEF_FutureOfJobs_2025,0.44361342787742614
Cloud Data Engineer,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.52150035,0.52150035,0.47790736,0.40494648,0.04359299,WEF02,ONET02,WEF_FutureOfJobs_2025,0.4432752966880798
cloud,12,0.6559166666666667,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.51799303,0.51799303,0.28312778,0.2465138,0.23486525,ONET02,ONET06,WEF_FutureOfJobs_2025,0.44029407799243925
AI Powered Engineering solutions,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.46278763,0.46278763,0.42190957,0.25156727,0.040878057,WEF01,MCK01,WEF_FutureOfJobs_2025,0.4396482467651367
analytics tools,2,0.798,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.4884505,0.4884505,0.40365124,0.27996406,0.08479926,ONET02,ESCO02,WEF_FutureOfJobs_2025,0.43960544764995574
Business resilience,1,0.75,MCK05,Resilience & Adaptability,Strong_Growth,0.75,0.5829556,0.5829556,0.23905613,0.19433905,0.3438995,ONET02,DEC02,WEF_FutureOfJobs_2025,0.43721669912338257
machine learning models,4,0.75625,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.43428546,0.43428546,0.20059396,0.19910596,0.2336915,ONET02,WEF07,WEF_FutureOfJobs_2025,0.4342854619026184
AI-driven automation,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.4565543,0.4565543,0.4206571,0.3876495,0.035897195,WEF01,MCK01,WEF_FutureOfJobs_2025,0.43372657895088196
Azure DevOps,3,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.51013714,0.51013714,0.29789817,0.24214208,0.21223897,ONET01,ONET05,WEF_FutureOfJobs_2025,0.43361656963825224
"data management and analysis,",1,0.55,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.48092705,0.48092705,0.47846082,0.372667,0.0024662316,ONET02,DEC01,WEF_FutureOfJobs_2025,0.43283434510231017
big data technologies,2,0.794,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.48006174,0.48006174,0.29122865,0.27910006,0.18883309,ONET02,ONET06,WEF_FutureOfJobs_2025,0.4320555657148361
AI-driven career guidance tools,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.45421472,0.45421472,0.45350134,0.34875652,0.0007133782,WEF01,ESCO02,WEF_FutureOfJobs_2025,0.43150398582220073
agentic AI,2,0.8405,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.4524281,0.4524281,0.42284685,0.273032,0.029581249,WEF01,MCK01,WEF_FutureOfJobs_2025,0.4298066973686218
Data Warehouse,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.47489393,0.47489393,0.39568985,0.32795575,0.07920408,ONET02,DEC01,WEF_FutureOfJobs_2025,0.42740453481674195
AI Business Process,1,0.7,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.42694107,0.42694107,0.41510257,0.38003066,0.011838496,WEF07,ESCO02,WEF_FutureOfJobs_2025,0.42694106698036194
Machine Learning Frameworks,1,0.841,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.42533737,0.42533737,0.27163517,0.23793049,0.1537022,ONET02,WEF02,WEF_FutureOfJobs_2025,0.42533737421035767
cybersecurity solutions,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.47015122,0.47015122,0.30332226,0.28593767,0.16682896,ONET06,ONET02,WEF_FutureOfJobs_2025,0.42313609421253207
Gen AI technologies,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.44241694,0.44241694,0.41135603,0.23560129,0.031060904,WEF01,MCK01,WEF_FutureOfJobs_2025,0.4202960893511772
analytics program development,1,0.845,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.4652251,0.4652251,0.3937538,0.3476612,0.0714713,ESCO02,ONET02,WEF_FutureOfJobs_2025,0.41870259046554564
Analytics Platform,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.46462077,0.46462077,0.41053933,0.31227154,0.05408144,ONET02,WEF05,WEF_FutureOfJobs_2025,0.41815869212150575
Gen AI frameworks,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.43976027,0.43976027,0.43006912,0.24934436,0.009691149,WEF01,MCK01,WEF_FutureOfJobs_2025,0.4177722543478012
Cybersecurity hardening,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.4625456,0.4625456,0.22231331,0.19716364,0.24023229,DEC03,WEF07,WEF_FutureOfJobs_2025,0.4162910431623459
analytics platforms,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.4608015,0.4608015,0.43508694,0.39228705,0.025714576,ONET02,WEF05,WEF_FutureOfJobs_2025,0.4147213608026505
on-prem to cloud migrations,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.48750323,0.48750323,0.27642837,0.22635648,0.21107486,ONET02,WEF05,WEF_FutureOfJobs_2025,0.4143777459859848
data analysis packages,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.45845395,0.45845395,0.3870986,0.3380564,0.07135534,ONET02,ESCO02,WEF_FutureOfJobs_2025,0.41260855793952944
Google Cloud,2,0.7995,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.48400342,0.48400342,0.26760885,0.2565394,0.21639457,ONET02,WEF02,WEF_FutureOfJobs_2025,0.4114029109477997
data analytics,11,0.7585454545454545,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.45579758,0.45579758,0.3898927,0.28460154,0.065904886,ONET02,ESCO02,WEF_FutureOfJobs_2025,0.4102178245782852
sustainable AI,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.43070626,0.43070626,0.41578627,0.33730122,0.014919996,WEF01,WEF06,WEF_FutureOfJobs_2025,0.4091709494590759
data engineering,9,0.7926666666666667,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.44971004,0.44971004,0.38315868,0.35917556,0.06655136,ESCO02,ONET02,WEF_FutureOfJobs_2025,0.40473903715610504
analytics,11,0.7265454545454545,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.44902867,0.44902867,0.3774711,0.27558324,0.07155758,ONET02,ESCO02,WEF_FutureOfJobs_2025,0.4041258037090302
EU AI Act,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.42442995,0.42442995,0.36060357,0.25023597,0.06382638,WEF01,MCK01,WEF_FutureOfJobs_2025,0.40320845544338224
Distributed Cloud,1,0.478,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.47374758,0.47374758,0.35697904,0.27298152,0.11676854,ONET06,ONET02,WEF_FutureOfJobs_2025,0.40268544405698775
Azure DevOps pipelines,1,0.652,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.47364455,0.47364455,0.25074324,0.23993589,0.22290131,MCK01,ONET01,WEF_FutureOfJobs_2025,0.40259787142276765
security standards,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.44669002,0.44669002,0.23828903,0.23390888,0.208401,ONET02,DEC03,WEF_FutureOfJobs_2025,0.40202102065086365
Security Operations Center,1,0.834,WEF03,Cybersecurity,Strong_Growth,0.9,0.44617078,0.44617078,0.26554322,0.20176165,0.18062755,ONET02,WEF04,WEF_FutureOfJobs_2025,0.40155369937419894
digital commerce,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.5719721,0.5719721,0.4248778,0.33457625,0.14709428,ONET06,WEF08,WEF_FutureOfJobs_2025,0.40038045048713683
ML engineers,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.4002391,0.4002391,0.33908862,0.27660698,0.06115049,ESCO02,WEF02,WEF_FutureOfJobs_2025,0.40023910999298096
Infrastructure as Code (IaC) tools,1,0.838,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.46790123,0.46790123,0.37052915,0.33978608,0.097372085,MCK01,DEC03,WEF_FutureOfJobs_2025,0.39771604537963867
ML compilers,1,0.808,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.39594635,0.39594635,0.27382344,0.26957133,0.12212291,DEC03,WEF02,WEF_FutureOfJobs_2025,0.39594635367393494
security protection landscape,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.4399323,0.4399323,0.27452323,0.21687353,0.16540906,ONET02,DEC03,WEF_FutureOfJobs_2025,0.39593905806541446
cloud database services,1,0.817,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.46498764,0.46498764,0.45164672,0.2936934,0.01334092,ONET02,WEF02,WEF_FutureOfJobs_2025,0.3952394902706146
IT infrastructure,3,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.46409833,0.46409833,0.346788,0.34068424,0.117310345,WEF05,ONET02,WEF_FutureOfJobs_2025,0.3944835841655731
cloud-based software,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.46315476,0.46315476,0.3228972,0.28048643,0.14025757,ONET02,ONET06,WEF_FutureOfJobs_2025,0.3936815485358238
analytics solutions,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.43676785,0.43676785,0.3833571,0.27259123,0.05341074,ONET02,ESCO02,WEF_FutureOfJobs_2025,0.39309106171131136
Cloud middleware,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.46177894,0.46177894,0.2816375,0.27523625,0.18014145,ONET02,ONET06,WEF_FutureOfJobs_2025,0.39251209795475006
ML systems.,1,0.393,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.39227474,0.39227474,0.26139787,0.25452167,0.13087687,WEF07,ONET06,WEF_FutureOfJobs_2025,0.39227473735809326
infrastructure as code,2,0.7585,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.46098316,0.46098316,0.38180068,0.32333198,0.079182476,DEC03,DEC02,WEF_FutureOfJobs_2025,0.3918356835842132
digital marketing ecosystem,1,0.809,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.5564393,0.5564393,0.31678066,0.28240117,0.23965862,ONET06,ONET03,WEF_FutureOfJobs_2025,0.3895074963569641
infrastructure nodes,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.45758417,0.45758417,0.3175097,0.28007767,0.14007446,ONET02,ONET06,WEF_FutureOfJobs_2025,0.38894654661417005
machine learning,15,0.7866,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.38847336,0.38847336,0.21083073,0.17420429,0.17764263,WEF07,ONET06,WEF_FutureOfJobs_2025,0.38847336173057556
deep learning technologies,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.387435,0.387435,0.20718846,0.14439864,0.18024653,WEF07,WEF04,WEF_FutureOfJobs_2025,0.3874349892139435
cyber security strategy,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.4303485,0.4303485,0.21982343,0.19778521,0.21052505,ESCO01,MCK04,WEF_FutureOfJobs_2025,0.387313637137413
programming languages,1,0.418,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.38562396,0.38562396,0.3651629,0.31776556,0.020461053,DEC03,ONET01,WEF_FutureOfJobs_2025,0.385623961687088
Datacenter infrastructure,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.45274615,0.45274615,0.3712317,0.32190606,0.08151445,ONET02,WEF02,WEF_FutureOfJobs_2025,0.3848342299461365
Cloud Run,1,0.793,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.45249873,0.45249873,0.18577665,0.16939658,0.26672208,ONET02,WEF02,WEF_FutureOfJobs_2025,0.3846239238977432
business analytics,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.42700654,0.42700654,0.40476996,0.37696028,0.022236586,ESCO02,ONET02,WEF_FutureOfJobs_2025,0.38430588841438296
Systems Thinking,1,0.801,MCK04,Critical Thinking & Problem Solving,Strong_Growth,0.8,0.48027718,0.48027718,0.2921693,0.2800416,0.18810788,ONET06,ONET02,McKinsey_FutureOfWork_2025,0.3842217445373535
geospatial AI,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.38369426,0.38369426,0.3542804,0.1925861,0.02941385,WEF07,WEF04,WEF_FutureOfJobs_2025,0.38369426131248474
DevOps,6,0.7498333333333332,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.4503053,0.4503053,0.36995566,0.3447977,0.080349654,DEC03,ONET01,WEF_FutureOfJobs_2025,0.38275951594114305
infrastructure,4,0.65925,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.4498368,0.4498368,0.32151663,0.31872934,0.12832016,ONET06,ONET02,WEF_FutureOfJobs_2025,0.3823612719774246
Cyber risk management,2,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.42348814,0.42348814,0.2994406,0.2512894,0.12404755,ESCO01,ONET02,WEF_FutureOfJobs_2025,0.38113932609558104
