job_id,date_posted,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement
in-66b97dc6ae697ac9,,ensure compliant access management,Hard,Analyze,0.725,Medium High,LLM,0.83,0.96
in-66b97dc6ae697ac9,,ensure auditable access management,Hard,Analyze,1.0,Very High,BERT+LLM,0.84,1.24
in-66b97dc6ae697ac9,,ensuring secure,Hard,Apply,0.512,Medium Low,BERT (standalone),0.81,0.87
in-66b97dc6ae697ac9,,compliant,Hard,Apply,0.519,Medium Low,BERT (standalone),0.87,0.87
in-5986e2e416ec3ef2,,drive architectural standards,Hard,Create,1.0,Very High,BERT+LLM,0.88,1.22
in-5986e2e416ec3ef2,,drive architectural processes,Hard,Create,0.642,Medium,LLM,0.87,0.96
in-5986e2e416ec3ef2,,drive architectural activities,Hard,Create,0.644,Medium,LLM,0.88,0.96
in-5986e2e416ec3ef2,,processes,Hard,Apply,0.518,Medium Low,BERT (standalone),0.87,0.86
in-5986e2e416ec3ef2,,activities.,Hard,Apply,0.521,Medium Low,BERT (standalone),0.9,0.86
in-76bdc299da84b00b,,understand customers,Soft,N/A,0.647,Medium,LLM,0.89,0.9
in-dcd8dd1044f2926f,,manage stormwater systems,Hard,Apply,0.96,Very High,BERT+LLM,0.84,1.21
in-dcd8dd1044f2926f,,collaborate with internal departments,Soft,N/A,0.667,Medium,LLM,0.86,0.93
in-dcd8dd1044f2926f,,collaborate with external agencies,Soft,N/A,0.664,Medium,LLM,0.83,0.93
in-dcd8dd1044f2926f,,collaborate with the public,Soft,N/A,0.656,Medium,LLM,0.78,0.93
in-dcd8dd1044f2926f,,implement best practices in stormwater management,Hard,Apply,0.669,Medium,LLM,0.82,0.93
in-dcd8dd1044f2926f,,implement watershed planning,Hard,Create,0.623,Medium,LLM,0.86,0.93
in-dcd8dd1044f2926f,,proactive,Soft,N/A,0.624,Medium,BERT (standalone),0.87,0.84
in-dcd8dd1044f2926f,,integrated,Hard,Create,0.383,Very Low,BERT (standalone),0.9,0.84
in-dcd8dd1044f2926f,,implement best practices in,Hard,Apply,0.61,Medium,BERT (standalone),0.78,0.84
in-04d821a61bf4f3f8,,design cloud environments,Hard,Create,0.677,Medium,LLM,0.83,0.9
in-04d821a61bf4f3f8,,build cloud environments,Hard,Create,0.675,Medium,LLM,0.82,0.9
in-04d821a61bf4f3f8,,operate cloud environments,Hard,Evaluate,0.598,Medium Low,LLM,0.84,0.9
in-04d821a61bf4f3f8,,secure cloud environments,Hard,Apply,0.571,Medium Low,LLM,0.83,0.9
in-6434f75ccfa896cd,,support business operations,Hard,Evaluate,0.734,Medium High,LLM,0.85,0.97
in-6434f75ccfa896cd,,work with stakeholders,Soft,N/A,0.783,Medium High,BERT+LLM,0.8,1.25
in-6434f75ccfa896cd,,work with stream leads,Soft,N/A,0.747,Medium High,BERT+LLM,0.75,1.22
in-6434f75ccfa896cd,,work with IT teams,Soft,N/A,0.704,Medium High,LLM,0.71,0.97
in-6434f75ccfa896cd,,work with third-party service providers,Soft,N/A,0.688,Medium,LLM,0.81,0.97
in-6434f75ccfa896cd,,ensure our ERP,Hard,Analyze,0.666,Medium,BERT (standalone),0.72,0.88
in-6434f75ccfa896cd,,integrated applications effectively support business operations,Hard,Create,0.565,Medium Low,BERT (standalone),0.89,0.88
in-59f89f855608fde0,,build rapid prototypes,Hard,Create,1.0,Very High,BERT+LLM,0.82,1.29
in-59f89f855608fde0,,iterate on proofs-of-concept,Hard,Evaluate,1.0,Very High,BERT+LLM,0.81,1.29
in-59f89f855608fde0,,articulate complex technical ideas,Soft,N/A,0.903,Very High,BERT+LLM,0.83,1.3
in-59f89f855608fde0,,articulate technical proposals,Soft,N/A,0.685,Medium,LLM,0.88,1.0
in-59f89f855608fde0,,foster open design discussions,Soft,N/A,0.674,Medium,LLM,0.8,1.0
in-59f89f855608fde0,,foster productive design discussions,Soft,N/A,0.882,High,BERT+LLM,0.86,1.27
in-59f89f855608fde0,,create new capabilities,Hard,Create,0.779,Medium High,LLM,0.81,1.0
in-59f89f855608fde0,,evolve platform,Hard,Apply,0.657,Medium,LLM,0.81,1.0
in-59f89f855608fde0,,proposals,Hard,Apply,0.538,Medium Low,BERT (standalone),0.87,0.9
in-59f89f855608fde0,,fostering open,Hard,Apply,0.529,Medium Low,BERT (standalone),0.8,0.9
in-7f1b7715acb11a2e,,manage cloud environments,Hard,Apply,0.706,Medium High,LLM,0.83,0.9
in-7f1b7715acb11a2e,,create recurring revenues,Hard,Create,0.706,Medium High,LLM,0.83,0.9
in-7f1b7715acb11a2e,,grow recurring revenues,Hard,Apply,0.593,Medium Low,LLM,0.81,0.9
in-2ea46d88545e7e84,,double check costs,Hard,Evaluate,0.712,Medium High,LLM,0.76,0.96
in-2ea46d88545e7e84,,double check formulas on schedules,Hard,Evaluate,1.0,Very High,BERT+LLM,0.79,1.21
in-2ea46d88545e7e84,,liaise with Digital teams,Soft,N/A,0.704,Medium High,LLM,0.77,0.96
in-2ea46d88545e7e84,,document approvals,Hard,Apply,0.727,Medium High,LLM,0.86,0.96
in-2ea46d88545e7e84,,document changes,Hard,Apply,0.722,Medium High,LLM,0.83,0.96
in-2ea46d88545e7e84,,save documents into client files,Hard,Apply,0.63,Medium,LLM,0.77,0.96
in-2ea46d88545e7e84,,maintain records,Hard,Analyze,1.0,Very High,BERT+LLM,0.83,1.22
in-2ea46d88545e7e84,,prepare periodic reports,Hard,Apply,1.0,Very High,BERT+LLM,0.82,1.24
in-2ea46d88545e7e84,,prepare spotlists,Hard,Apply,1.0,Very High,BERT+LLM,0.84,1.25
in-2ea46d88545e7e84,,send spotlists to clients,Soft,N/A,0.674,Medium,LLM,0.77,0.96
in-2ea46d88545e7e84,,input media contracts,Hard,Apply,0.942,Very High,BERT+LLM,0.79,1.23
in-2ea46d88545e7e84,,input confirmations,Hard,Apply,0.703,Medium High,BERT+LLM,0.89,0.96
in-2ea46d88545e7e84,,input written appearance instructions to media,Hard,Apply,0.683,Medium,BERT+LLM,0.85,0.96
in-2ea46d88545e7e84,,input billings,Hard,Apply,0.606,Medium,LLM,0.8,0.96
in-2ea46d88545e7e84,,check billings,Hard,Evaluate,0.718,Medium High,LLM,0.8,0.96
in-2ea46d88545e7e84,,checking of costs,Hard,Evaluate,0.543,Medium Low,BERT (standalone),0.75,0.87
in-2ea46d88545e7e84,,ensure all details are captured accurately,Hard,Evaluate,0.542,Medium Low,BERT (standalone),0.79,0.87
in-2ea46d88545e7e84,,send to clients with comments,Hard,Understand,0.541,Medium Low,BERT (standalone),0.75,0.87
in-2ea46d88545e7e84,,Ensure that all billings,Hard,Analyze,0.666,Medium,BERT (standalone),0.76,0.87
in-3f1f20262049095a,,shape AI solutions,Hard,Apply,0.938,Very High,BERT+LLM,0.77,1.28
in-3f1f20262049095a,,meet client needs,Soft,N/A,0.758,Medium High,BERT+LLM,0.76,1.28
in-3f1f20262049095a,,deliver business value,Soft,N/A,0.672,Medium,LLM,0.8,0.99
in-3f1f20262049095a,,deliver technically feasible solutions,Hard,Apply,0.663,Medium,LLM,0.86,0.99
in-bf0e9f6211607d23,,lead with creativity,Soft,N/A,0.907,Very High,BERT+LLM,0.78,1.39
in-bf0e9f6211607d23,,lead with systems thinking,Soft,N/A,0.641,Medium,BERT+LLM,0.8,1.07
in-bf0e9f6211607d23,,leverage design systems,Hard,Create,1.0,Very High,BERT+LLM,0.81,1.39
in-bf0e9f6211607d23,,explore emerging technologies,Hard,Analyze,1.0,Very High,BERT+LLM,0.87,1.39
in-bf0e9f6211607d23,,drive innovation,Soft,N/A,0.913,Very High,BERT+LLM,0.83,1.39
in-bf0e9f6211607d23,,craft user experiences,Hard,Apply,1.0,Very High,BERT+LLM,0.8,1.39
in-ff31808feab0524e,,understand client business model,Soft,N/A,0.885,High,BERT+LLM,0.76,1.24
in-ff31808feab0524e,,understand client requirements,Soft,N/A,0.701,Medium High,LLM,0.88,0.98
in-ff31808feab0524e,,understand client pain points,Soft,N/A,0.688,Medium,LLM,0.8,0.98
in-ff31808feab0524e,,understand big picture vision of transformation program,Soft,N/A,0.907,Very High,BERT+LLM,0.8,1.26
in-ff31808feab0524e,,prepare a plan to drive day-to-day execution of project,Hard,Create,0.764,Medium High,BERT+LLM,0.71,0.98
in-ff31808feab0524e,,prepare a plan,Hard,Create,0.692,Medium,BERT (standalone),0.72,0.88
in-50790458f1cb7392,,challenge briefs proactively,Soft,N/A,1.0,Very High,BERT+LLM,0.86,1.26
in-50790458f1cb7392,,think of ways to exceed client expectations,Soft,N/A,0.795,Medium High,BERT+LLM,0.76,1.25
in-50790458f1cb7392,,creative instinct,Hard,Apply,0.499,Low,BERT (standalone),0.84,0.88
in-50790458f1cb7392,,are,Hard,Apply,0.411,Low,BERT (standalone),0.69,0.88
in-50790458f1cb7392,,full of ideas,Hard,Apply,0.501,Medium Low,BERT (standalone),0.71,0.88
in-3eb6babc74e5b1cc,,shape the future,Soft,N/A,0.628,Medium,LLM,0.74,0.9
in-f0b8e867898d9fc7,,support clients,Soft,N/A,0.907,Very High,BERT+LLM,0.81,1.26
in-f0b8e867898d9fc7,,manage change,Soft,N/A,0.68,Medium,LLM,0.78,0.97
in-f0b8e867898d9fc7,,optimize business processes,Soft,N/A,0.69,Medium,LLM,0.85,0.97
in-6a11f6623b90c10e,,communicate verbally,Soft,N/A,0.673,Medium,LLM,0.89,0.94
in-6a11f6623b90c10e,,communicate in writing,Soft,N/A,0.661,Medium,LLM,0.8,0.94
in-6a11f6623b90c10e,,solve problems,Soft,N/A,0.66,Medium,LLM,0.8,0.94
in-6a11f6623b90c10e,,analyze information,Soft,N/A,0.671,Medium,LLM,0.87,0.94
in-6a11f6623b90c10e,,work independently,Soft,N/A,0.81,High,BERT+LLM,0.86,1.22
in-6a11f6623b90c10e,,work as part of a team,Soft,N/A,0.876,High,BERT+LLM,0.68,0.94
in-6a11f6623b90c10e,,manage multiple priorities,Soft,N/A,1.0,Very High,BERT+LLM,0.84,1.2
in-6a11f6623b90c10e,,communication skills.,Soft,N/A,0.591,Medium Low,BERT (standalone),0.9,0.84
in-6a11f6623b90c10e,,problem,Hard,Apply,0.488,Low,BERT (standalone),0.81,0.84
in-6a11f6623b90c10e,,-solving,Hard,Apply,0.436,Low,BERT (standalone),0.84,0.84
in-6a11f6623b90c10e,,analytical abilities.,Hard,Apply,0.441,Low,BERT (standalone),0.9,0.84
in-6a11f6623b90c10e,,Detail,Hard,Understand,0.648,Medium,BERT (standalone),0.78,0.84
in-6a11f6623b90c10e,,-oriented,Hard,Apply,0.482,Low,BERT (standalone),0.87,0.84
in-6a11f6623b90c10e,,commitment to accuracy.,Hard,Apply,0.485,Low,BERT (standalone),0.81,0.84
in-6a11f6623b90c10e,,work effectively in a fast -paced environment,Hard,Apply,0.492,Low,BERT (standalone),0.77,0.84
in-819016745fbf8e52,,deliver solutions,Soft,N/A,0.695,Medium,LLM,0.84,0.98
in-819016745fbf8e52,,ensure successful design,Hard,Create,1.0,Very High,BERT+LLM,0.82,1.27
in-819016745fbf8e52,,ensure successful integration,Hard,Analyze,0.739,Medium High,LLM,0.87,0.98
in-819016745fbf8e52,,ensure successful validation,Hard,Analyze,0.738,Medium High,LLM,0.86,0.98
in-819016745fbf8e52,,ensure successful delivery of new features,Hard,Analyze,1.0,Very High,BERT+LLM,0.77,1.24
in-819016745fbf8e52,,integration,Hard,Apply,0.527,Medium Low,BERT (standalone),0.9,0.88
in-819016745fbf8e52,,validation,Hard,Apply,0.527,Medium Low,BERT (standalone),0.9,0.88
in-819016745fbf8e52,,system components.,Hard,Apply,0.522,Medium Low,BERT (standalone),0.86,0.88
in-b0e3d6930bef9118,,foster internal relationships,Soft,N/A,0.673,Medium,LLM,0.87,0.9
in-b0e3d6930bef9118,,promote effective collaboration,Soft,N/A,0.648,Medium,LLM,0.89,0.9
in-68c8bc8b4022b6bd,,learn .NET,Hard,Apply,0.584,Medium Low,LLM,0.74,0.9
in-68c8bc8b4022b6bd,,learn C#,Hard,Apply,0.58,Medium Low,LLM,0.71,0.9
in-68c8bc8b4022b6bd,,use React.js,Hard,Apply,0.696,Medium,LLM,0.77,0.9
in-68c8bc8b4022b6bd,,use Next.js,Hard,Apply,0.694,Medium,LLM,0.75,0.9
in-68c8bc8b4022b6bd,,use Angular.js,Hard,Apply,0.701,Medium High,LLM,0.8,0.9
in-68c8bc8b4022b6bd,,use GitHub Actions,Hard,Apply,0.696,Medium,LLM,0.76,0.9
in-68c8bc8b4022b6bd,,use Jenkins,Hard,Apply,0.694,Medium,LLM,0.75,0.9
in-68c8bc8b4022b6bd,,use Bitbucket Pipelines,Hard,Apply,0.703,Medium High,LLM,0.81,0.9
in-68c8bc8b4022b6bd,,use Gitlab Runners,Hard,Apply,0.696,Medium,LLM,0.76,0.9
in-68c8bc8b4022b6bd,,use Docker,Hard,Apply,0.692,Medium,LLM,0.74,0.9
in-68c8bc8b4022b6bd,,use Kubernetes,Hard,Apply,0.701,Medium High,LLM,0.8,0.9
in-68c8bc8b4022b6bd,,use Copilot,Hard,Apply,0.694,Medium,LLM,0.75,0.9
in-68c8bc8b4022b6bd,,use RooCode,Hard,Apply,0.694,Medium,LLM,0.75,0.9
in-68c8bc8b4022b6bd,,use Cline,Hard,Apply,0.69,Medium,LLM,0.72,0.9
in-68c8bc8b4022b6bd,,provide customer service,Soft,N/A,0.611,Medium,LLM,0.82,0.9
in-68c8bc8b4022b6bd,,work with data,Soft,N/A,0.598,Medium Low,LLM,0.72,0.9
in-68c8bc8b4022b6bd,,apply creativity,Soft,N/A,0.611,Medium,LLM,0.83,0.9
in-a8f3619ace5efe56,,grow leadership skills,Soft,N/A,0.636,Medium,LLM,0.8,0.9
in-a8f3619ace5efe56,,leadership,Hard,Apply,0.308,Very Low,BERT (standalone),0.9,0.81
in-277cf9b06c74153d,,anticipate guest needs,Soft,N/A,0.704,Medium High,LLM,0.8,1.0
in-277cf9b06c74153d,,act on guest needs,Soft,N/A,0.837,High,BERT+LLM,0.71,1.3
in-277cf9b06c74153d,,prioritize guest requests,Soft,N/A,0.922,Very High,BERT+LLM,0.83,1.3
in-277cf9b06c74153d,,prioritize job responsibilities,Soft,N/A,0.613,Medium,BERT+LLM,0.89,1.0
in-277cf9b06c74153d,,multi-task in a fast-paced environment,Soft,N/A,0.81,High,BERT+LLM,0.78,1.26
in-277cf9b06c74153d,,anticipate,Hard,Apply,0.541,Medium Low,BERT (standalone),0.9,0.9
in-277cf9b06c74153d,,multi,Hard,Apply,0.522,Medium Low,BERT (standalone),0.75,0.9
in-f60c7c41c622d9ed,,lead product engineering teams,Soft,N/A,1.0,Very High,BERT+LLM,0.81,1.27
in-f60c7c41c622d9ed,,set clear roadmaps,Soft,N/A,0.877,High,BERT+LLM,0.76,1.3
in-f60c7c41c622d9ed,,ensure consistent milestones and updates,Soft,N/A,0.706,Medium High,LLM,0.82,1.0
in-f60c7c41c622d9ed,,make sure milestones,Hard,Apply,0.508,Medium Low,BERT (standalone),0.78,0.9
in-f60c7c41c622d9ed,,updates are consistent,Hard,Apply,0.511,Medium Low,BERT (standalone),0.8,0.9
in-ea5fe0c67dbb09a7,,design microservices,Hard,Create,0.736,Medium High,LLM,0.89,0.93
in-ea5fe0c67dbb09a7,,implement microservices,Hard,Apply,0.739,Medium High,LLM,0.9,0.93
in-ea5fe0c67dbb09a7,,develop event-driven applications,Hard,Create,1.0,Very High,BERT+LLM,0.88,1.2
in-ea5fe0c67dbb09a7,,develop containerized applications,Hard,Create,0.739,Medium High,LLM,0.9,0.93
in-ea5fe0c67dbb09a7,,communicate effectively,Soft,N/A,0.64,Medium,LLM,0.9,0.93
in-ea5fe0c67dbb09a7,,work in a team,Soft,N/A,0.668,Medium,LLM,0.68,0.93
in-ea5fe0c67dbb09a7,,pay attention to detail,Soft,N/A,0.621,Medium,LLM,0.75,0.93
in-ea5fe0c67dbb09a7,,designing,Hard,Create,0.538,Medium Low,BERT (standalone),0.87,0.84
in-ea5fe0c67dbb09a7,,implementing REST based micro services,Hard,Apply,0.531,Medium Low,BERT (standalone),0.8,0.84
in-5bd95884fcfdbfe2,,implement cloud database platforms,Hard,Apply,0.747,Medium High,LLM,0.98,0.96
in-5bd95884fcfdbfe2,,manage cloud database platforms,Hard,Apply,0.712,Medium High,LLM,0.96,0.96
in-5bd95884fcfdbfe2,,support cloud database platforms,Hard,Evaluate,0.745,Medium High,LLM,0.97,0.96
in-5bd95884fcfdbfe2,,implement hybrid database platforms,Hard,Apply,1.0,Very High,BERT+LLM,0.99,1.25
in-5bd95884fcfdbfe2,,manage hybrid database platforms,Hard,Apply,0.91,Very High,LLM,0.97,1.23
in-5bd95884fcfdbfe2,,support hybrid database platforms,Hard,Evaluate,0.963,Very High,LLM,0.98,1.24
in-5bd95884fcfdbfe2,,understand networking,Hard,Apply,0.62,Medium,LLM,0.9,0.96
in-5bd95884fcfdbfe2,,understand distributed systems,Hard,Apply,0.618,Medium,LLM,0.88,0.96
in-5bd95884fcfdbfe2,,understand database concepts,Hard,Apply,0.633,Medium,LLM,1.0,0.96
in-5bd95884fcfdbfe2,,implementing,Hard,Apply,0.558,Medium Low,BERT (standalone),0.9,0.87
in-5bd95884fcfdbfe2,,managing,Hard,Apply,0.511,Medium Low,BERT (standalone),0.84,0.87
in-5bd95884fcfdbfe2,,supporting cloud (Azure),Hard,Evaluate,0.548,Medium Low,BERT (standalone),0.82,0.87
in-fc0463e146e0287e,,collaborate toward greater innovation,Soft,N/A,0.643,Medium,LLM,0.86,0.9
in-fc0463e146e0287e,,listen to new and diverse ideas,Soft,N/A,0.627,Medium,LLM,0.73,0.9
in-202d174576a6328b,,working,Hard,Apply,0.42,Low,BERT (standalone),0.81,0.81
in-202d174576a6328b,,pushing the limits,Hard,Apply,0.381,Very Low,BERT (standalone),0.76,0.81
in-070ac45a5adefcb1,,tackle complex challenges,Soft,N/A,0.64,Medium,LLM,0.83,0.9
in-f1d38688733ca9cc,,solve problems,Soft,N/A,0.711,Medium High,BERT+LLM,0.81,1.17
in-f1d38688733ca9cc,,communicate effectively,Soft,N/A,0.674,Medium,LLM,0.9,0.93
in-f1d38688733ca9cc,,dynamic,Hard,Apply,0.495,Low,BERT (standalone),0.81,0.84
in-f1d38688733ca9cc,,motivated,Hard,Apply,0.495,Low,BERT (standalone),0.87,0.84
in-f1d38688733ca9cc,,communication skills,Soft,N/A,0.651,Medium,BERT (standalone),0.89,0.84
in-f1d38688733ca9cc,,work ethic.,Soft,N/A,0.667,Medium,BERT (standalone),0.75,0.84
in-8cb2b3de05fe17bb,,present solutions,Soft,N/A,0.613,Medium,LLM,0.84,0.9
in-8cb2b3de05fe17bb,,articulate value to clients,Soft,N/A,0.606,Medium,LLM,0.78,0.9
in-8cb2b3de05fe17bb,,develop on Cloud platforms,Hard,Create,0.698,Medium,LLM,0.77,0.9
in-8cb2b3de05fe17bb,,develop on Container platforms,Hard,Create,0.702,Medium High,LLM,0.8,0.9
in-8cb2b3de05fe17bb,,leverage Cloud middleware,Hard,Apply,0.596,Medium Low,LLM,0.83,0.9
in-8cb2b3de05fe17bb,,leverage PaaS,Hard,Apply,0.59,Medium Low,LLM,0.78,0.9
in-8cb2b3de05fe17bb,,write high-quality code,Hard,Create,0.703,Medium High,LLM,0.81,0.9
in-8cb2b3de05fe17bb,,delivers real value,Hard,Evaluate,0.556,Medium Low,BERT (standalone),0.77,0.81
in-8cb2b3de05fe17bb,,share your perspective,Hard,Apply,0.512,Medium Low,BERT (standalone),0.8,0.81
in-8cb2b3de05fe17bb,,ensure the proposed solution is technically awesome,Hard,Analyze,0.601,Medium,BERT (standalone),0.79,0.81
in-8cb2b3de05fe17bb,,identify the “why”.,Hard,Analyze,0.61,Medium,BERT (standalone),0.77,0.81
in-2f43fa6cbbb72894,,host shows,Soft,N/A,0.627,Medium,LLM,0.74,0.9
in-2f43fa6cbbb72894,,tell stories,Soft,N/A,0.631,Medium,LLM,0.77,0.9
in-5b8b8b6b495946f5,,work closely with teams,Soft,N/A,0.657,Medium,LLM,0.75,0.9
in-5b8b8b6b495946f5,,ensure delivery of project,Soft,N/A,0.632,Medium,LLM,0.77,0.9
in-1e8d401875ab7ace,,develop full-stack applications,Hard,Create,0.685,Medium,LLM,0.89,0.9
in-1e8d401875ab7ace,,develop with Java Spring Boot,Hard,Create,0.665,Medium,LLM,0.75,0.9
in-1e8d401875ab7ace,,engineer modern frontends,Hard,Create,0.677,Medium,LLM,0.83,0.9
in-1e8d401875ab7ace,,develop with React.js,Hard,Create,0.671,Medium,LLM,0.79,0.9
in-1e8d401875ab7ace,,develop with Vue.js,Hard,Create,0.668,Medium,LLM,0.77,0.9
in-1e8d401875ab7ace,,develop with Next.js,Hard,Create,0.67,Medium,LLM,0.78,0.9
in-1e8d401875ab7ace,,develop with Angular,Hard,Create,0.67,Medium,LLM,0.78,0.9
in-8335c5296046dc27,,perform data annotation,Hard,Apply,0.674,Medium,LLM,0.81,0.9
in-8335c5296046dc27,,perform content moderation,Hard,Apply,0.678,Medium,LLM,0.84,0.9
in-8335c5296046dc27,,program with Python,Hard,Create,0.668,Medium,LLM,0.77,0.9
in-8335c5296046dc27,,program with SQL,Hard,Create,0.664,Medium,LLM,0.74,0.9
in-8335c5296046dc27,,programming skills,Hard,Create,0.468,Low,BERT (standalone),0.86,0.81
in-f9055be6f9ab983b,,interact with sales,Soft,N/A,0.604,Medium,LLM,0.77,0.9
in-f9055be6f9ab983b,,interact with technical support,Soft,N/A,0.61,Medium,LLM,0.81,0.9
in-f9055be6f9ab983b,,interact with engineering,Soft,N/A,0.612,Medium,LLM,0.83,0.9
in-f9055be6f9ab983b,,interact with clinical,Soft,N/A,0.608,Medium,LLM,0.8,0.9
in-f9055be6f9ab983b,,interact with marketing,Soft,N/A,0.61,Medium,LLM,0.81,0.9
in-792c7c65733a1995,,ensure compliance with GDPR,Hard,Analyze,0.67,Medium,LLM,0.78,0.9
in-792c7c65733a1995,,ensure compliance with Data Protection Act 2018,Hard,Analyze,0.669,Medium,LLM,0.78,0.9
in-792c7c65733a1995,,ensure compliance with PECR,Hard,Analyze,0.67,Medium,LLM,0.78,0.9
in-792c7c65733a1995,,support Head of Data Protection & Privacy,Soft,N/A,0.629,Medium,LLM,0.75,0.9
in-792c7c65733a1995,,skilled,Hard,Apply,0.322,Very Low,BERT (standalone),0.81,0.81
in-2650e0f960a33a06,,provide independent assessments,Hard,Evaluate,0.688,Medium,LLM,0.89,0.98
in-2650e0f960a33a06,,implement cyber solutions,Hard,Apply,0.771,Medium High,LLM,0.83,0.98
in-2650e0f960a33a06,,measure the effectiveness of cybersecurity programs,Hard,Create,0.68,Medium,LLM,0.83,0.98
in-2650e0f960a33a06,,assess the cybersecurity risk of a client,Hard,Evaluate,1.0,Very High,BERT+LLM,0.75,1.28
in-2650e0f960a33a06,,evaluate the maturity of a security program,Hard,Create,1.0,Very High,BERT+LLM,0.76,1.28
in-2650e0f960a33a06,,test the effectiveness of cyber controls,Hard,Evaluate,1.0,Very High,BERT+LLM,0.78,1.28
in-2650e0f960a33a06,,assist the client in complying with cyber policies and regulations,Hard,Apply,0.643,Medium,LLM,0.77,0.98
in-2650e0f960a33a06,,implement new cyber control processes and tools,Hard,Apply,0.762,Medium High,LLM,0.78,0.98
in-2650e0f960a33a06,,perform effective cyber risk management,Hard,Apply,0.768,Medium High,LLM,0.81,0.98
in-2650e0f960a33a06,,work with project team,Soft,N/A,1.0,Very High,BERT+LLM,0.74,1.26
in-2650e0f960a33a06,,work with client,Soft,N/A,0.656,Medium,LLM,0.74,0.98
in-2650e0f960a33a06,,execute engagements,Soft,N/A,0.9,Very High,BERT+LLM,0.87,1.28
in-2650e0f960a33a06,,providing independent assessments or implementation of cyber solutions,Hard,Evaluate,0.536,Medium Low,BERT (standalone),0.84,0.88
in-2650e0f960a33a06,,the client,Hard,Apply,0.489,Low,BERT (standalone),0.74,0.88
in-2650e0f960a33a06,,assist the client in complying with the various,Hard,Apply,0.486,Low,BERT (standalone),0.68,0.88
in-12365ed7bd9554c7,,oversee creation of digital models,Hard,Create,0.577,Medium Low,LLM,0.78,0.92
in-12365ed7bd9554c7,,oversee coordination of digital models,Hard,Create,0.58,Medium Low,LLM,0.8,0.92
