rank,skill,demand_freq,mean_confidence,skill_type,bloom_level,example_job_ids,demand_norm,trend_score_norm,trend_label,trend_q_value,future_weight,future_domain,mapping_margin,future_norm,coverage_gap,validity_score,priority_score,expert_priority
40,secure systems,1,0.477,Hard,Apply,['in-0e1bdbb226a3d5af'],0.03225806451612903,0.0,Unknown,1.0,0.3487282902002335,Cybersecurity,0.1243124,0.6168651739330169,1.0,0.477,0.19796277798635667,
41,creative,4,0.46075,Hard,Apply,"['in-dcebbc4a4f13b41c', 'in-1a06c38ed2583b49', 'in-50676f5d0867b8b8', 'in-003b7148c1d9726c']",0.12903225806451613,0.0,Stable,1.0,0.2733732923865318,Human-AI Collaboration,0.038097695,0.4835697828238499,1.0,0.46075,0.19668383807296141,
42,communicate effectively,9,0.7048888888888889,Soft,Unknown,"['in-26690ce23c3fecfb', 'in-9e6f1edc95f67c4f', 'in-18c7f281c01e5126', 'in-2b0a767d680c0fb6', 'in-abb793a2983bfdf9']",0.2903225806451613,0.0,Unknown,1.0,0.1514188647270202,Advanced Communication & Collaboration,0.10881257,0.26784470016166967,1.0,0.7048888888888889,0.19648244230656542,
43,planning,3,0.54,Hard,Create,"['in-16b8ccda0edc7185', 'in-705a9e2cea3e4dc9', 'in-2edf962ec238e57d']",0.0967741935483871,0.0,Stable,1.0,0.2968562290072441,Human-AI Collaboration,0.043982655,0.5251087293047225,1.0,0.54,0.1962422962107716,
44,design user interfaces,1,0.707,Hard,Create,['in-6556f40a159eae7f'],0.03225806451612903,0.0,Unknown,1.0,0.3439682006835938,UX/UI & Digital Design,0.21760693,0.6084450556629083,1.0,0.707,0.1954367425053241,
45,designing,3,0.5623333333333334,Hard,Create,"['in-006d3d5257bcc3e0', 'in-7199f8b61f253ce3', 'in-a1fdabde381d60b9']",0.0967741935483871,0.0,Stable,1.0,0.2950065702199936,UX/UI & Digital Design,0.17718479,0.5218368694597444,1.0,0.5623333333333334,0.19526073825727813,
46,people skills,1,0.446,Hard,Apply,['in-5f27e2c930c157e7'],0.03225806451612903,0.0,Unknown,1.0,0.3344637289643287,Human-AI Collaboration,0.02312252,0.5916326037770017,1.0,0.446,0.1903930069395521,
47,manage hardware accelerated neural network models,1,1.0,Hard,Create,['in-502c818f30b84640'],0.03225806451612903,0.0,Unknown,1.0,0.3330883681774139,AI & Machine Learning,0.16935447,0.5891997292586949,1.0,1.0,0.18966314458406008,
48,strengthen security posture,1,0.573,Hard,Apply,['in-6ba3919757702489'],0.03225806451612903,0.0,Unknown,1.0,0.3328368455171585,Cybersecurity,0.13722274,0.588754811040338,1.0,0.573,0.189529669118553,
49,drive execution of hardware accelerated neural network models,1,0.935,Hard,Create,['in-502c818f30b84640'],0.03225806451612903,0.0,Unknown,1.0,0.3307873904705047,AI & Machine Learning,0.18201652,0.5851295317631791,1.0,0.935,0.18844208533540532,
50,analyze large datasets,1,1.0,Hard,Analyze,['in-e026c565f721c839'],0.03225806451612903,0.0,Unknown,1.0,0.3286602169275284,Big Data & Analytics,0.10449737,0.5813667763044224,1.0,1.0,0.18731325869777832,
51,manage CI/CD pipelines,1,0.671,Hard,Apply,['in-acd5dd7e662d348f'],0.03225806451612903,0.0,Unknown,1.0,0.3239030554890632,Cloud Computing & Infrastructure,0.088142544,0.5729518375092896,1.0,0.671,0.1847887770592385,
52,make data-driven decisions,1,0.845,Hard,Apply,['in-0f38cde44555d389'],0.03225806451612903,0.0,Unknown,1.0,0.3228863060474395,Big Data & Analytics,0.051846206,0.5711533102926036,1.0,0.845,0.1842492188942327,
53,mentor fellow developers,1,0.89,Soft,Unknown,['in-f9866846b1ea3f63'],0.03225806451612903,0.0,Unknown,1.0,0.3224836736917496,Human-AI Collaboration,0.001570642,0.5704410942633817,1.0,0.89,0.18403555408546612,
54,coach engineers,2,0.644,Soft,Unknown,"['in-94dbddb4f0f25865', 'in-8f4c6e9b808d2c4f']",0.06451612903225806,0.0,Unknown,1.0,0.293811222910881,Human-AI Collaboration,0.020369649,0.5197224206281835,1.0,0.644,0.1817231778013583,
55,solve complex challenges,1,0.639,Soft,Unknown,['in-be57a5eac072936f'],0.03225806451612903,0.0,Unknown,1.0,0.3140176728367805,Human-AI Collaboration,0.038779497,0.5554655926001271,1.0,0.639,0.17954290358648972,
56,implement CI/CD pipelines,1,1.0,Hard,Apply,['in-c96180d7bf4c4113'],0.03225806451612903,0.0,Unknown,1.0,0.3138556092977523,Cloud Computing & Infrastructure,0.06608948,0.5551789185447087,1.0,1.0,0.17945690136986422,
57,design software,2,0.703,Hard,Create,"['in-a647ff26880d02bd', 'in-5f61e121db68b7f3']",0.06451612903225806,0.0,Unknown,1.0,0.288444584608078,UX/UI & Digital Design,0.14699289,0.5102293787295943,1.0,0.703,0.17887526523178152,
58,perform security testing,1,0.842,Hard,Evaluate,['in-6a43fc4672d6dc6b'],0.03225806451612903,0.0,Unknown,1.0,0.3097756147384644,Cybersecurity,0.1926722,0.5479618196623214,1.0,0.842,0.17729177170514804,
59,meticulous planning,1,0.472,Hard,Create,['in-003b7148c1d9726c'],0.03225806451612903,0.0,Unknown,1.0,0.3095955044031143,Human-AI Collaboration,0.0975547,0.547643222644342,1.0,0.472,0.1771961925997542,
60,work in Agile environments,1,0.605,Soft,Unknown,['in-1f96df3e597c3f1a'],0.03225806451612903,0.0,Unknown,1.0,0.3092556118965149,Software Development & Engineering,0.11775142,0.5470419870804548,1.0,0.605,0.17701582193058807,
61,identify automation opportunities,2,0.893,Hard,Analyze,"['in-0f38cde44555d389', 'in-78f35efe37a1d54d']",0.06451612903225806,0.0,Unknown,1.0,0.2818123698234558,Process Automation & RPA,0.14481682,0.4984976596759781,1.0,0.893,0.17535574951569666,
62,automation,2,0.534,Hard,Apply,"['in-582782654d5ecc0d', 'in-2d0ccdc10653d678']",0.06451612903225806,0.0,Unknown,1.0,0.281252920627594,Process Automation & RPA,0.11106044,0.4975080504724523,1.0,0.534,0.17505886675463891,
63,work in agile teams,1,0.789,Soft,Unknown,['in-cbd598c3d94aae3d'],0.03225806451612903,0.0,Unknown,1.0,0.303773358464241,Software Development & Engineering,0.07885042,0.5373444336783412,1.0,0.789,0.17410655590995397,
64,Develop,7,0.7075714285714286,Hard,Create,"['in-82585da8e33eabc5', 'in-c08dbaceae9949fa', 'in-9265b642da6576bc', 'in-9dad6a4645b75186', 'in-a56880181572f236']",0.22580645161290322,0.0,Stable,1.0,0.1551323294639587,Advanced Communication & Collaboration,0.064656675,0.2744134447551479,1.0,0.7075714285714286,0.17264661407170567,
65,interpersonal,2,0.6415,Soft,Unknown,"['in-18c7f281c01e5126', 'in-753f7fe838c1e5a4']",0.06451612903225806,0.0,Unknown,1.0,0.276543042063713,Human-AI Collaboration,0.0119178,0.489176750313685,1.0,0.6415,0.17255947670700875,
66,platforms,1,0.534,Hard,Apply,['in-0f426aefb28b6547'],0.03225806451612903,0.0,Unknown,1.0,0.3005340814590453,Digital Platforms & E-commerce,0.062069356,0.5316144793575147,1.0,0.534,0.17238756961370602,
67,develop software applications,1,0.712,Hard,Create,['in-d154c6922f647ddc'],0.03225806451612903,0.0,Unknown,1.0,0.2994913637638092,Software Development & Engineering,0.08579132,0.5297700169192493,1.0,0.712,0.1718342308822264,
68,design systems,2,0.6965,Hard,Create,"['in-0e1bdbb226a3d5af', 'in-224ca4ec8da833dd']",0.06451612903225806,0.0,Stable,1.0,0.2735974475741387,UX/UI & Digital Design,0.14686441,0.48396629074327246,1.0,0.6965,0.17099633883588497,
69,interact with others,1,0.642,Soft,Unknown,['in-6d5c8a6357865c73'],0.03225806451612903,0.0,Unknown,1.0,0.2966638192534446,Human-AI Collaboration,0.06288099,0.5247683758559794,1.0,0.642,0.1703337385632454,
70,collaborate with teams,6,0.7086666666666667,Soft,Unknown,"['in-f6f59fcc57e153bf', 'in-4a79c57d52ac3b41', 'in-e7bb1836cc0fb50d', 'in-6556f40a159eae7f', 'in-8836f9ce89b8bd6a']",0.1935483870967742,0.0,Unknown,1.0,0.1737895846366882,Advanced Communication & Collaboration,0.02987066,0.30741624745472296,1.0,0.7086666666666667,0.16964422907512655,
71,Designing,1,0.549,Hard,Create,['in-6556f40a159eae7f'],0.03225806451612903,0.0,Unknown,1.0,0.2950065702199936,UX/UI & Digital Design,0.17718479,0.5218368694597444,1.0,0.549,0.16945428664437492,
72,communicate ideas,6,0.6461666666666667,Soft,Unknown,"['in-6b3059eeeb93ef35', 'in-645a287c1fb3a08c', 'in-6055370b483ace56', 'in-fb4287f97ca522e6', 'in-3b3191ff683039db']",0.1935483870967742,0.0,Unknown,1.0,0.1726606845855713,Advanced Communication & Collaboration,0.07611343,0.3054193371209345,1.0,0.6461666666666667,0.16904515597499004,
73,build services,1,0.672,Hard,Create,['in-e9ad9bb711d1953e'],0.03225806451612903,0.0,Unknown,1.0,0.2935419499874115,Cloud Computing & Infrastructure,0.040029407,0.5192461039844259,1.0,0.672,0.1686770570017794,
74,business analysts,1,0.461,Hard,Apply,['in-6556f40a159eae7f'],0.03225806451612903,0.0,Unknown,1.0,0.2931041836738586,Big Data & Analytics,0.0344598,0.5184717395272241,1.0,0.461,0.16844474766461887,
75,use AWS,1,0.657,Hard,Apply,['in-00f11d46cb1752d2'],0.03225806451612903,0.0,Unknown,1.0,0.2912190586328506,Cloud Computing & Infrastructure,0.11031978,0.5151371434563428,1.0,0.657,0.16744436884335445,
76,deploy solutions,1,1.0,Hard,Apply,['in-c42452e2db2e7f88'],0.03225806451612903,0.0,Unknown,1.0,0.2904391378164291,Cloud Computing & Infrastructure,0.013360858,0.51375754219199,1.0,1.0,0.1670304884640486,
77,communication skills,5,0.7061999999999999,Soft,Unknown,"['in-26690ce23c3fecfb', 'in-6055370b483ace56', 'in-ddc8d55e66c8ce42', 'in-68dc0a62c9921f65', 'in-e758bf85ade6587f']",0.16129032258064516,0.0,Unknown,1.0,0.1922160983085632,Advanced Communication & Collaboration,0.24182722,0.3400108917110113,1.0,0.7061999999999999,0.16651939654556144,
78,design programs,1,0.709,Hard,Create,['in-9c583f25348c0eae'],0.03225806451612903,0.0,Unknown,1.0,0.2889756947755814,UX/UI & Digital Design,0.11753163,0.5111688590501225,1.0,0.709,0.16625388352148837,
79,secure,1,0.476,Hard,Apply,['in-37f866f002a4bbfb'],0.03225806451612903,0.0,Stable,1.0,0.2887686878442764,Cybersecurity,0.1381424,0.510802684666589,1.0,0.476,0.1661440312064283,
80,ensure data security,1,0.688,Hard,Analyze,['in-37f866f002a4bbfb'],0.03225806451612903,0.0,Unknown,1.0,0.2887426435947418,Cybersecurity,0.060331255,0.5107566150158879,1.0,0.688,0.16613021031121797,
81,develop software,1,0.705,Hard,Create,['in-4c9bcbd62d588bfe'],0.03225806451612903,0.0,Stable,1.0,0.2878854662179947,Software Development & Engineering,0.0681372,0.5092403546881269,1.0,0.705,0.1656753322128897,
82,perform penetration testing,1,1.0,Hard,Evaluate,['in-6a43fc4672d6dc6b'],0.03225806451612903,0.0,Unknown,1.0,0.2860354363918304,Cybersecurity,0.14812921,0.5059678385127319,1.0,1.0,0.16469357736027118,
83,administer databases,1,0.684,Hard,Apply,['in-1b644762de3f36e3'],0.03225806451612903,0.0,Unknown,1.0,0.285763531923294,Database & Systems Administration,0.16990662,0.5054868669311589,1.0,0.684,0.16454928588579926,
84,design services,2,0.7230000000000001,Hard,Create,"['in-e9ad9bb711d1953e', 'in-b8420d63f638d3d6']",0.06451612903225806,0.0,Unknown,1.0,0.2606157526373863,UX/UI & Digital Design,0.12699208,0.4610029816853607,1.0,0.7230000000000001,0.16410734611851144,
85,working with large data sets,1,0.479,Hard,Apply,['in-5d30db0ad46fe1ed'],0.03225806451612903,0.0,Unknown,1.0,0.2828462362289429,Big Data & Analytics,0.03364575,0.5003264650753855,1.0,0.479,0.16300116532906725,
86,-driven,2,0.46699999999999997,Hard,Apply,"['in-c78e51e5cffecfdb', 'in-25a71a642585796c']",0.06451612903225806,0.0,Stable,1.0,0.2584245890378951,Human-AI Collaboration,0.066929355,0.45712703427042706,1.0,0.46699999999999997,0.16294456189403134,
87,inform decision-making,1,0.649,Soft,Unknown,['in-596a9234381f4699'],0.03225806451612903,0.0,Unknown,1.0,0.2816332086920738,Human-AI Collaboration,0.022861272,0.49818074170408505,1.0,0.649,0.16235744831767712,
88,programming,2,0.433,Hard,Create,"['in-1f96df3e597c3f1a', 'in-fdeeccbc0cd16011']",0.06451612903225806,0.0,Unknown,1.0,0.2527976095676422,Game Development & Interactive Media,0.012915403,0.4471734751036555,1.0,0.433,0.15995849414399987,
89,share knowledge,2,0.7144999999999999,Soft,Unknown,"['in-eba139b9e972d191', 'in-ceac4e3b0931c548']",0.06451612903225806,0.0,Unknown,1.0,0.2522083610296249,Human-AI Collaboration,0.0087483525,0.44613115386930685,1.0,0.7144999999999999,0.15964579777369528,
90,design solutions,3,0.8033333333333333,Hard,Create,"['in-3bc924a81fb0f63e', 'in-3ae15bec91b050a3', 'in-a72859a54359c7af']",0.0967741935483871,0.0,Stable,1.0,0.2273549988865852,UX/UI & Digital Design,0.037394136,0.4021680628554302,1.0,0.8033333333333333,0.1593600962759839,
91,provide engineering services,1,0.601,Hard,Create,['in-54b3222efc50a83a'],0.03225806451612903,0.0,Unknown,1.0,0.2750393241643905,Cloud Computing & Infrastructure,0.03306386,0.4865168250091473,1.0,0.601,0.1588582733091958,
92,fast -paced environment.,1,0.486,Hard,Apply,['in-36c9e0fdb60c0bef'],0.03225806451612903,0.0,Unknown,1.0,0.2731692463159561,Human-AI Collaboration,0.016903281,0.4832088459043251,1.0,0.486,0.15786587957774914,
93,ideate,1,0.612,Hard,Create,['in-21d2bb2db610842d'],0.03225806451612903,0.0,Unknown,1.0,0.2710541546344757,Human-AI Collaboration,0.042532116,0.4794674620400233,1.0,0.612,0.1567434644184586,
94,work with databases,1,0.564,Hard,Apply,['in-e057b9be073de15d'],0.03225806451612903,0.0,Unknown,1.0,0.270113855600357,Database & Systems Administration,0.07353887,0.47780416788371144,1.0,0.564,0.15624447617156503,
95,Mentor,1,0.452,Hard,Apply,['in-94dbddb4f0f25865'],0.03225806451612903,0.0,Unknown,1.0,0.2696979999542236,Human-AI Collaboration,0.01533398,0.47706856118734675,1.0,0.452,0.15602379416265563,
96,engage in continuous learning,3,0.635,Soft,Unknown,"['in-9ffd8ec2f1ca7d45', 'in-512b1990f06b2f9e', 'in-f951554314eeb1a6']",0.0967741935483871,0.0,Unknown,1.0,0.219858631491661,AI & Machine Learning,0.008724272,0.3889077449893903,1.0,0.635,0.15538200091617194,
97,models,1,0.501,Hard,Create,['in-21d2bb2db610842d'],0.03225806451612903,0.0,Unknown,1.0,0.2675382792949676,AI & Machine Learning,0.059245422,0.4732482331624718,1.0,0.501,0.15487769575519314,
98,industry,1,0.498,Hard,Apply,['in-632c587ccc8e9184'],0.03225806451612903,0.0,Unknown,1.0,0.2672803789377212,Digital Platforms & E-commerce,0.06773773,0.4727920334413685,1.0,0.498,0.15474083583886217,
99,lead a team,4,0.80425,Soft,Unknown,"['in-b3f072d605150291', 'in-6dc2d89f8c34b112', 'in-50676f5d0867b8b8', 'in-7e13431b8672f3ba']",0.12903225806451613,0.0,Unknown,1.0,0.1931714087724685,Human-AI Collaboration,0.024648279,0.34170073957261893,1.0,0.80425,0.15412312509759213,
100,usability.,1,0.484,Hard,Apply,['in-2c6e663f01600447'],0.03225806451612903,0.0,Unknown,1.0,0.2590814143419266,UX/UI & Digital Design,0.1321362,0.45828889198831496,1.0,0.484,0.1503898934029461,
101,creation,1,0.501,Hard,Apply,['in-0f6e1973320e0797'],0.03225806451612903,0.0,Unknown,1.0,0.2577021464705467,Human-AI Collaboration,0.0647171,0.45584910623164326,1.0,0.501,0.1496579576759446,
102,foster innovation,1,0.641,Soft,Unknown,['in-5a1349c5ae50689b'],0.03225806451612903,0.0,Unknown,1.0,0.2554947853088379,Human-AI Collaboration,0.012289494,0.4519445069627722,1.0,0.641,0.14848657789528327,
103,learn,3,0.42366666666666664,Hard,Apply,"['in-9187a0b4bd58ea70', 'in-e622db2eb160aabb', 'in-9451969540256b32']",0.0967741935483871,0.0,Stable,1.0,0.2062635570764541,AI & Machine Learning,0.047987968,0.3648594294972528,1.0,0.42366666666666664,0.14816750626853067,
104,design software solutions,1,0.726,Hard,Create,['in-336ff475f9f7a574'],0.03225806451612903,0.0,Unknown,1.0,0.2532165169715881,UX/UI & Digital Design,0.04537028,0.4479144800518017,1.0,0.726,0.1472775698219921,
105,develop software products,1,0.706,Hard,Create,['in-5f61e121db68b7f3'],0.03225806451612903,0.0,Unknown,1.0,0.2529835850000381,Software Development & Engineering,0.057269335,0.44750244688677726,1.0,0.706,0.14715395987248478,
106,automate processes,1,0.71,Hard,Create,['in-1f96df3e597c3f1a'],0.03225806451612903,0.0,Stable,1.0,0.2525417506694793,Process Automation & RPA,0.19094,0.446720886517777,1.0,0.71,0.14691949176178473,
107,visualize data,1,0.672,Hard,Understand,['in-28f0e576f6545e94'],0.03225806451612903,0.0,Unknown,1.0,0.250031179189682,Big Data & Analytics,0.06691967,0.4422799387768661,1.0,0.672,0.14558720743951145,
108,analytical mindset,1,0.477,Hard,Apply,['in-60fbadd91cce1130'],0.03225806451612903,0.0,Unknown,1.0,0.2493888899683952,Human-AI Collaboration,0.020697579,0.44114379392329867,1.0,0.477,0.1452463639834412,
