job_id,date_posted,knowledge,confidence_score,confidence_tier,source,job_date,job_year,job_month
in-e486061cca69912c,,AutoCAD,0.852,High,BERT+GPT,2025-11-28,2025,2025-11
in-e486061cca69912c,,MicroStation,0.849,High,BERT+GPT,2025-11-28,2025,2025-11
in-e486061cca69912c,,BIM software,0.821,High,BERT+GPT,2025-11-28,2025,2025-11
in-e486061cca69912c,,Inventor,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-e486061cca69912c,,SDS-P4A,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-e486061cca69912c,,Primtech,0.843,High,BERT+GPT,2025-11-28,2025,2025-11
in-e486061cca69912c,,MS Word,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-e486061cca69912c,,MS Excel,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-e486061cca69912c,,Outlook,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-e486061cca69912c,,technology,0.373,Very Low,BERT (standalone),2025-11-28,2025,2025-11
in-e486061cca69912c,,15kV,0.559,Medium Low,BERT (standalone),2025-11-28,2025,2025-11
in-e486061cca69912c,,through,0.287,Very Low,BERT (standalone),2025-11-28,2025,2025-11
in-e486061cca69912c,,IEEE,0.558,Medium Low,BERT (standalone),2025-11-28,2025,2025-11
in-e486061cca69912c,,/,0.531,Medium Low,BERT (standalone),2025-11-28,2025,2025-11
in-e486061cca69912c,,ANSI standards.,0.49,Low,BERT (standalone),2025-11-28,2025,2025-11
in-e486061cca69912c,,design software,0.534,Medium Low,BERT (standalone),2025-11-28,2025,2025-11
in-e486061cca69912c,,substation,0.443,Low,BERT (standalone),2025-11-28,2025,2025-11
in-e486061cca69912c,,SDS,0.553,Medium Low,BERT (standalone),2025-11-28,2025,2025-11
in-e486061cca69912c,,"-P4A,",0.551,Medium Low,BERT (standalone),2025-11-28,2025,2025-11
in-a2a690fd8ef9c3d5,,Snowflake,0.75,Medium High,GPT,2025-10-21,2025,2025-10
in-a2a690fd8ef9c3d5,,data warehousing,0.85,High,BERT+GPT,2025-10-21,2025,2025-10
in-a2a690fd8ef9c3d5,,ETL methodologies,0.841,High,BERT+GPT,2025-10-21,2025,2025-10
in-31e9cca236282143,,HVAC,0.75,Medium High,GPT,2025-10-14,2025,2025-10
in-269ec5ce2d53d29c,,Windows desktop environment,0.836,High,BERT+GPT,2025-11-29,2025,2025-11
in-cb6f83835b1255e9,,Heidi,0.75,Medium High,GPT,2025-10-29,2025,2025-10
in-ea6215d0742b0363,,transport network,0.75,Medium High,GPT,2025-11-29,2025,2025-11
in-ea6215d0742b0363,,data-driven solutions,0.75,Medium High,GPT,2025-11-29,2025,2025-11
in-eb4baa6427aa9f60,,WhatsApp,0.844,High,BERT+GPT,2025-11-06,2025,2025-11
in-eb4baa6427aa9f60,,phone,0.841,High,BERT+GPT,2025-11-06,2025,2025-11
in-eb4baa6427aa9f60,,social media,0.75,Medium High,GPT,2025-11-06,2025,2025-11
in-eb4baa6427aa9f60,,email,0.835,High,BERT+GPT,2025-11-06,2025,2025-11
in-eb4baa6427aa9f60,,web forms,0.75,Medium High,GPT,2025-11-06,2025,2025-11
in-eb4baa6427aa9f60,,courier,0.789,Medium High,BERT+GPT,2025-11-06,2025,2025-11
in-eb4baa6427aa9f60,,social,0.558,Medium Low,BERT (standalone),2025-11-06,2025,2025-11
in-eb4baa6427aa9f60,,"media,",0.474,Low,BERT (standalone),2025-11-06,2025,2025-11
in-eb4baa6427aa9f60,,web forms.,0.492,Low,BERT (standalone),2025-11-06,2025,2025-11
in-0c6898443c5fe920,,data infrastructure,0.75,Medium High,GPT,2025-11-06,2025,2025-11
in-0c6898443c5fe920,,scientific analysis,0.842,High,BERT+GPT,2025-11-06,2025,2025-11
in-1612fadc85fbba60,,3D visualization,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-1612fadc85fbba60,,still imagery,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-1612fadc85fbba60,,film,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-1612fadc85fbba60,,animation,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-1612fadc85fbba60,,branding,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-1612fadc85fbba60,,interactive design,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-0f38cde44555d389,,Agile,0.852,High,BERT+GPT,2025-11-21,2025,2025-11
in-0f38cde44555d389,,Scrum,0.75,Medium High,GPT,2025-11-21,2025,2025-11
in-0f38cde44555d389,,Kanban,0.843,High,BERT+GPT,2025-11-21,2025,2025-11
in-0f38cde44555d389,,Waterfall methodologies,0.75,Medium High,GPT,2025-11-21,2025,2025-11
in-0f38cde44555d389,,Waterfall,0.557,Medium Low,BERT (standalone),2025-11-21,2025,2025-11
in-0f38cde44555d389,,data,0.413,Low,BERT (standalone),2025-11-21,2025,2025-11
in-0fdd4691c7650b15,,Kongsberg cutting table,0.823,High,BERT+GPT,2025-11-26,2025,2025-11
in-0fdd4691c7650b15,,tape measure,0.841,High,BERT+GPT,2025-11-26,2025,2025-11
in-0fdd4691c7650b15,,manufacturing,0.797,Medium High,BERT+GPT,2025-11-26,2025,2025-11
in-0fdd4691c7650b15,,"diagram,",0.373,Very Low,BERT (standalone),2025-11-26,2025,2025-11
in-0fdd4691c7650b15,,"Certificates,",0.491,Low,BERT (standalone),2025-11-26,2025,2025-11
in-0fdd4691c7650b15,,"Licenses, Registrations",0.352,Very Low,BERT (standalone),2025-11-26,2025,2025-11
in-2d4d360fbb811e0a,,CAM,0.77,Medium High,BERT+GPT,2025-12-02,2025,2025-12
in-253d1a6feb7be6a7,,crypto exchanges,0.851,High,BERT+GPT,2025-11-23,2025,2025-11
in-253d1a6feb7be6a7,,crypto wallets,0.848,High,BERT+GPT,2025-11-23,2025,2025-11
in-253d1a6feb7be6a7,,API integrations,0.85,High,BERT+GPT,2025-11-23,2025,2025-11
in-253d1a6feb7be6a7,,Visa,0.85,High,BERT+GPT,2025-11-23,2025,2025-11
in-253d1a6feb7be6a7,,Mastercard,0.845,High,BERT+GPT,2025-11-23,2025,2025-11
in-253d1a6feb7be6a7,,/,0.519,Medium Low,BERT (standalone),2025-11-23,2025,2025-11
in-9a233ecf9921159f,,emerging technologies,0.75,Medium High,GPT,2025-11-20,2025,2025-11
in-9a233ecf9921159f,,AI-infused digital roadmap,0.75,Medium High,GPT,2025-11-20,2025,2025-11
in-694e19e397d8cef6,,Integrated Health Reimbursement Arrangement (HRA),0.75,Medium High,GPT,2025-11-24,2025,2025-11
in-694e19e397d8cef6,,healthcare,0.75,Medium High,GPT,2025-11-24,2025,2025-11
in-694e19e397d8cef6,,medical plans,0.75,Medium High,GPT,2025-11-24,2025,2025-11
in-fa8933c494f965f5,,Lean Manufacturing,0.758,Medium High,BERT+GPT,2025-11-10,2025,2025-11
in-fa8933c494f965f5,,extrusion process,0.767,Medium High,BERT+GPT,2025-11-10,2025,2025-11
in-b04d2e958237e1d4,,Federal Contractors Program,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-b04d2e958237e1d4,,Employment Equity categories,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-a5d330d6b6d24003,,software testing principles,0.819,High,BERT+GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,methodologies,0.75,Medium High,GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,techniques,0.75,Medium High,GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,version control systems,0.844,High,BERT+GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,scripting languages,0.635,Medium,BERT+GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,Python,0.844,High,BERT+GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,Shell scripting,0.845,High,BERT+GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,POSIX-based embedded systems,0.75,Medium High,GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,Linux,0.842,High,BERT+GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,Android,0.845,High,BERT+GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,QNX,0.848,High,BERT+GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,automotive infotainment sub-systems,0.708,Medium High,BERT+GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,consumer electronics devices,0.748,Medium High,BERT+GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,automation tools,0.75,Medium High,GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,pytest,0.75,Medium High,GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,appium,0.75,Medium High,GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,CAN,0.75,Medium High,GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,Ethernet,0.75,Medium High,GPT,2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,Bachelor’s Degree,0.555,Medium Low,BERT (standalone),2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,"Computer Science,",0.541,Medium Low,BERT (standalone),2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,"Software Engineering,",0.555,Medium Low,BERT (standalone),2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,"Electrical Engineering,",0.554,Medium Low,BERT (standalone),2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,test automation.,0.555,Medium Low,BERT (standalone),2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,POSIX,0.56,Medium Low,BERT (standalone),2025-11-23,2025,2025-11
in-a5d330d6b6d24003,,-based embedded systems;,0.514,Medium Low,BERT (standalone),2025-11-23,2025,2025-11
in-90857af29a902d32,,Standard libraries,0.683,Medium,BERT+GPT,2025-11-19,2025,2025-11
in-468fa21633f7a58a,,Degree,0.533,Medium Low,BERT (standalone),2025-12-01,2025,2025-12
in-f3417dfa288ab9fa,,low voltage switchboards,0.75,Medium High,GPT,2025-11-19,2025,2025-11
in-f3417dfa288ab9fa,,medium voltage switchboards,0.75,Medium High,GPT,2025-11-19,2025,2025-11
in-f3417dfa288ab9fa,,high voltage switchboards,0.75,Medium High,GPT,2025-11-19,2025,2025-11
in-f3417dfa288ab9fa,,motor control centres,0.75,Medium High,GPT,2025-11-19,2025,2025-11
in-f3417dfa288ab9fa,,transportable substations,0.75,Medium High,GPT,2025-11-19,2025,2025-11
in-f3417dfa288ab9fa,,switch rooms,0.75,Medium High,GPT,2025-11-19,2025,2025-11
in-c1ee2bf9c7641210,,French,0.75,Medium High,GPT,2025-12-01,2025,2025-12
in-c1ee2bf9c7641210,,English,0.75,Medium High,GPT,2025-12-01,2025,2025-12
in-b3c4832b0397338d,,NoSQL,0.85,High,BERT+GPT,2025-11-27,2025,2025-11
in-b3c4832b0397338d,,Redis,0.846,High,BERT+GPT,2025-11-27,2025,2025-11
in-b3c4832b0397338d,,Memcached,0.849,High,BERT+GPT,2025-11-27,2025,2025-11
in-b3c4832b0397338d,,TiDB,0.847,High,BERT+GPT,2025-11-27,2025,2025-11
in-b3c4832b0397338d,,large-scale system design,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-b3c4832b0397338d,,logistics,0.846,High,BERT+GPT,2025-11-27,2025,2025-11
in-b3c4832b0397338d,,supply chain,0.839,High,BERT+GPT,2025-11-27,2025,2025-11
in-b3c4832b0397338d,,e-commerce development,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-b3c4832b0397338d,,large,0.559,Medium Low,BERT (standalone),2025-11-27,2025,2025-11
in-b3c4832b0397338d,,-scale system design and development.,0.545,Medium Low,BERT (standalone),2025-11-27,2025,2025-11
in-b3c4832b0397338d,,e,0.542,Medium Low,BERT (standalone),2025-11-27,2025,2025-11
in-b3c4832b0397338d,,-commerce development.,0.547,Medium Low,BERT (standalone),2025-11-27,2025,2025-11
in-d8a04e6a758ae0a9,,cloud,0.75,Medium High,GPT,2025-11-20,2025,2025-11
in-d8a04e6a758ae0a9,,cutting edge technology,0.75,Medium High,GPT,2025-11-20,2025,2025-11
in-7266cf247f596f3f,,Python,0.838,High,BERT+GPT,2025-12-01,2025,2025-12
in-7266cf247f596f3f,,AWS,0.75,Medium High,GPT,2025-12-01,2025,2025-12
in-7266cf247f596f3f,,AWS).,0.552,Medium Low,BERT (standalone),2025-12-01,2025,2025-12
in-ee83e0c7ae330988,,financial services sector,0.844,High,BERT+GPT,2025-11-15,2025,2025-11
in-ee83e0c7ae330988,,Wealth and Asset Management industry,0.841,High,BERT+GPT,2025-11-15,2025,2025-11
in-4fd7d26128ae28a2,,software release management,0.851,High,BERT+GPT,2025-11-05,2025,2025-11
in-4163d1155ec51936,,Computer Science,0.76,Medium High,BERT+GPT,2025-12-01,2025,2025-12
in-4163d1155ec51936,,PhD in,0.523,Medium Low,BERT (standalone),2025-12-01,2025,2025-12
in-cf87b888720e430e,,state government,0.75,Medium High,GPT,2025-11-03,2025,2025-11
in-cf87b888720e430e,,local government,0.75,Medium High,GPT,2025-11-03,2025,2025-11
in-cf87b888720e430e,,social enterprises,0.75,Medium High,GPT,2025-11-03,2025,2025-11
in-cf87b888720e430e,,universities,0.75,Medium High,GPT,2025-11-03,2025,2025-11
in-cf87b888720e430e,,commercial organisations,0.75,Medium High,GPT,2025-11-03,2025,2025-11
in-6bf874b0c03eda1c,,biomedical applications,0.805,High,BERT+GPT,2025-11-28,2025,2025-11
in-6bf874b0c03eda1c,,deep learning,0.845,High,BERT+GPT,2025-11-28,2025,2025-11
in-6aa2cadf7a3564d4,,transit drainage,0.75,Medium High,GPT,2025-08-24,2025,2025-08
in-6aa2cadf7a3564d4,,floodplain mapping,0.75,Medium High,GPT,2025-08-24,2025,2025-08
in-6aa2cadf7a3564d4,,I &I studies,0.75,Medium High,GPT,2025-08-24,2025,2025-08
in-6aa2cadf7a3564d4,,transit,0.27,Very Low,BERT (standalone),2025-08-24,2025,2025-08
in-bbf0036cbc214efd,,Python,0.831,High,BERT+GPT,2025-11-06,2025,2025-11
in-bbf0036cbc214efd,,Ruby,0.832,High,BERT+GPT,2025-11-06,2025,2025-11
in-fc2a01258e31a6d8,,user flows,0.82,High,BERT+GPT,2025-07-10,2025,2025-07
in-fc2a01258e31a6d8,,wireframes,0.823,High,BERT+GPT,2025-07-10,2025,2025-07
in-fc2a01258e31a6d8,,hi-fi mocks,0.75,Medium High,GPT,2025-07-10,2025,2025-07
in-fc2a01258e31a6d8,,functional prototypes,0.783,Medium High,BERT+GPT,2025-07-10,2025,2025-07
in-fc2a01258e31a6d8,,hi,0.548,Medium Low,BERT (standalone),2025-07-10,2025,2025-07
in-fc2a01258e31a6d8,,-fi mocks,0.517,Medium Low,BERT (standalone),2025-07-10,2025,2025-07
in-703f8f53ca00552f,,enterprise platform services,0.845,High,BERT+GPT,2025-09-12,2025,2025-09
in-703f8f53ca00552f,,Software development process,0.849,High,BERT+GPT,2025-09-12,2025,2025-09
in-703f8f53ca00552f,,SDLC,0.849,High,BERT+GPT,2025-09-12,2025,2025-09
in-703f8f53ca00552f,,financial sector,0.75,Medium High,GPT,2025-09-12,2025,2025-09
in-703f8f53ca00552f,,construction sector,0.75,Medium High,GPT,2025-09-12,2025,2025-09
in-703f8f53ca00552f,,financial or,0.472,Low,BERT (standalone),2025-09-12,2025,2025-09
in-703f8f53ca00552f,,construction,0.538,Medium Low,BERT (standalone),2025-09-12,2025,2025-09
in-d717bde7230b3a85,,energy management,0.75,Medium High,GPT,2025-08-28,2025,2025-08
in-d717bde7230b3a85,,automation,0.75,Medium High,GPT,2025-08-28,2025,2025-08
in-d717bde7230b3a85,,digital transformation,0.75,Medium High,GPT,2025-08-28,2025,2025-08
in-995e17195db39989,,SWIFT,0.851,High,BERT+GPT,2025-11-14,2025,2025-11
in-995e17195db39989,,ISO 20022 payment formats,0.813,High,BERT+GPT,2025-11-14,2025,2025-11
in-995e17195db39989,,SQL,0.846,High,BERT+GPT,2025-11-14,2025,2025-11
in-995e17195db39989,,Excel,0.842,High,BERT+GPT,2025-11-14,2025,2025-11
in-995e17195db39989,,Power BI,0.75,Medium High,GPT,2025-11-14,2025,2025-11
in-995e17195db39989,,Tableau,0.843,High,BERT+GPT,2025-11-14,2025,2025-11
in-995e17195db39989,,project management,0.845,High,BERT+GPT,2025-11-14,2025,2025-11
in-995e17195db39989,,data visualization tools,0.464,Low,BERT (standalone),2025-11-14,2025,2025-11
in-4ae25723d73a9d3f,,process reengineering,0.812,High,BERT+GPT,2025-12-01,2025,2025-12
in-4ae25723d73a9d3f,,automation opportunities,0.785,Medium High,BERT+GPT,2025-12-01,2025,2025-12
in-4ae25723d73a9d3f,,GBS Excellence Program,0.75,Medium High,GPT,2025-12-01,2025,2025-12
in-4ae25723d73a9d3f,,Restaurant Support Tower,0.75,Medium High,GPT,2025-12-01,2025,2025-12
in-4ae25723d73a9d3f,,"stakeholder collaboration,",0.526,Medium Low,BERT (standalone),2025-12-01,2025,2025-12
in-4ae25723d73a9d3f,,Restaurant Support,0.399,Very Low,BERT (standalone),2025-12-01,2025,2025-12
in-f110334c743aa474,,PlayStation,0.75,Medium High,GPT,2025-11-17,2025,2025-11
in-f110334c743aa474,,game development,0.75,Medium High,GPT,2025-11-17,2025,2025-11
in-93d5965087d001a2,,AI Research,0.696,Medium,BERT+GPT,2025-11-05,2025,2025-11
in-93d5965087d001a2,,Chatbots,0.635,Medium,BERT+GPT,2025-11-05,2025,2025-11
in-dd7218b3ba1e54a6,,RESTful APIs,0.75,Medium High,GPT,2025-11-18,2025,2025-11
