job_id,date_posted,skill,type,bloom,confidence_score,confidence_tier,source,semantic_density,context_agreement,composite_score,verification_level,threshold_source,is_verified
in-dcd8dd1044f2926f,,implement best practices in watershed planning,Hard,Create,0.61,Medium,LLM,0.81,0.92,0.649,Verified_HIGH,calibrated,True
in-dcd8dd1044f2926f,,proactive,Soft,,0.618,Medium,BERT (standalone),0.87,0.83,0.6341999999999999,Verified_HIGH,calibrated,True
in-dcd8dd1044f2926f,,integrated,Hard,Create,0.379,Very Low,BERT (standalone),0.9,0.83,0.5430999999999999,Verified_MEDIUM,calibrated,True
in-dcd8dd1044f2926f,,implement best practices in,Hard,Apply,0.604,Medium,BERT (standalone),0.78,0.83,0.6151,Verified_HIGH,calibrated,True
in-04d821a61bf4f3f8,,design cloud environments,Hard,Create,0.677,Medium,LLM,0.83,0.9,0.6728,Verified_HIGH,calibrated,True
in-04d821a61bf4f3f8,,build cloud environments,Hard,Create,0.675,Medium,LLM,0.82,0.9,0.6705,Verified_HIGH,calibrated,True
in-04d821a61bf4f3f8,,operate cloud environments,Hard,Evaluate,0.598,Medium Low,LLM,0.84,0.9,0.6426999999999999,Verified_HIGH,calibrated,True
in-04d821a61bf4f3f8,,secure cloud environments,Hard,Apply,0.571,Medium Low,LLM,0.83,0.9,0.6304,Verified_HIGH,calibrated,True
in-6434f75ccfa896cd,,report to manager,Soft,,0.639,Medium,LLM,0.75,0.95,0.6680999999999999,Verified_HIGH,calibrated,True
in-6434f75ccfa896cd,,work closely with stakeholders,Soft,,0.785,Medium High,BERT+LLM,0.8,1.24,0.8135,Verified_HIGH,calibrated,True
in-6434f75ccfa896cd,,work closely with stream leads,Soft,,0.669,Medium,LLM,0.76,0.95,0.6740999999999999,Verified_HIGH,calibrated,True
in-6434f75ccfa896cd,,work closely with IT teams,Soft,,0.694,Medium,LLM,0.73,0.95,0.6796,Verified_HIGH,calibrated,True
in-6434f75ccfa896cd,,work closely with third-party service providers,Soft,,0.676,Medium,LLM,0.81,0.95,0.6843999999999999,Verified_HIGH,calibrated,True
in-6434f75ccfa896cd,,ensure ERP applications support business operations,Hard,Evaluate,0.718,Medium High,LLM,0.83,0.95,0.7041999999999999,Verified_HIGH,calibrated,True
in-6434f75ccfa896cd,,ensure integrated applications support business operations,Hard,Create,1.0,Very High,BERT+LLM,0.88,1.22,0.9055,Verified_HIGH,calibrated,True
in-6434f75ccfa896cd,,stream leads,Hard,Apply,0.462,Low,BERT (standalone),0.77,0.86,0.5658000000000001,Verified_MEDIUM,calibrated,True
in-6434f75ccfa896cd,,ensure our ERP,Hard,Analyze,0.654,Medium,BERT (standalone),0.72,0.86,0.6351,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,build rapid prototypes,Hard,Create,1.0,Very High,BERT+LLM,0.82,1.3,0.9205,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,iterate on proofs-of-concept,Hard,Evaluate,1.0,Very High,BERT+LLM,0.81,1.29,0.9159999999999999,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,articulate complex technical ideas,Soft,,0.904,Very High,BERT+LLM,0.83,1.3,0.8835999999999999,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,foster open and productive design discussions,Soft,,0.675,Medium,LLM,0.8,1.0,0.6975,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,create new capabilities,Hard,Create,0.78,Medium High,LLM,0.81,1.0,0.7410000000000001,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,evolve platform,Hard,Apply,0.659,Medium,LLM,0.81,1.0,0.6925999999999999,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,proposals,Hard,Apply,0.539,Medium Low,BERT (standalone),0.87,0.9,0.6236,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,fostering open,Hard,Apply,0.53,Medium Low,BERT (standalone),0.8,0.9,0.6095,Verified_HIGH,calibrated,True
in-59f89f855608fde0,,productive design discussions.,Hard,Create,0.71,Medium High,BERT (standalone),0.88,0.9,0.6935,Verified_HIGH,calibrated,True
in-7f1b7715acb11a2e,,manage cloud environments,Hard,Apply,0.706,Medium High,LLM,0.83,0.9,0.6843999999999999,Verified_HIGH,calibrated,True
in-7f1b7715acb11a2e,,create cloud-based recurring revenues,Hard,Create,0.71,Medium High,LLM,0.86,0.9,0.6905,Verified_HIGH,calibrated,True
in-7f1b7715acb11a2e,,grow cloud-based recurring revenues,Hard,Apply,0.597,Medium Low,LLM,0.84,0.9,0.6423,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,double check costs,Hard,Evaluate,0.724,Medium High,LLM,0.76,0.98,0.7051,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,double check formulas on schedules,Hard,Evaluate,1.0,Very High,BERT+LLM,0.79,1.23,0.895,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,liaise with Digital teams,Soft,,0.715,Medium High,LLM,0.77,0.98,0.7029999999999998,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,document approvals,Hard,Apply,0.738,Medium High,LLM,0.86,0.98,0.7256999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,document changes,Hard,Apply,0.734,Medium High,LLM,0.83,0.98,0.7195999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,maintain records,Hard,Analyze,1.0,Very High,BERT+LLM,0.83,1.23,0.9009999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,prepare periodic reports,Hard,Apply,1.0,Very High,BERT+LLM,0.82,1.26,0.9085,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,prepare spotlists,Hard,Apply,1.0,Very High,BERT+LLM,0.84,1.27,0.9145,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,input media contracts,Hard,Apply,0.957,Very High,BERT+LLM,0.79,1.25,0.8837999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,input confirmations,Hard,Apply,0.715,Medium High,BERT+LLM,0.89,0.98,0.7209999999999999,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,input billings,Hard,Apply,0.615,Medium,LLM,0.8,0.98,0.6675,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,check billings,Hard,Evaluate,0.729,Medium High,LLM,0.8,0.98,0.7131,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,checking of costs,Hard,Evaluate,0.552,Medium Low,BERT (standalone),0.75,0.88,0.6048,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,ensure all details are captured accurately,Hard,Evaluate,0.551,Medium Low,BERT (standalone),0.79,0.88,0.6104,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,send to clients with comments,Hard,Understand,0.55,Medium Low,BERT (standalone),0.75,0.88,0.6040000000000001,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,written appearance instructions,Hard,Apply,0.508,Medium Low,BERT (standalone),0.89,0.88,0.6082000000000001,Verified_HIGH,calibrated,True
in-2ea46d88545e7e84,,Ensure that all billings,Hard,Analyze,0.677,Medium,BERT (standalone),0.76,0.88,0.6563,Verified_HIGH,calibrated,True
in-3f1f20262049095a,,shape AI solutions,Hard,Apply,0.938,Very High,BERT+LLM,0.77,1.28,0.8821999999999999,Verified_HIGH,calibrated,True
in-3f1f20262049095a,,meet client needs,Soft,,0.758,Medium High,BERT+LLM,0.76,1.28,0.8162,Verified_HIGH,calibrated,True
in-3f1f20262049095a,,deliver business value,Soft,,0.672,Medium,LLM,0.8,0.99,0.6933,Verified_HIGH,calibrated,True
in-3f1f20262049095a,,deliver technically feasible solutions,Hard,Apply,0.663,Medium,LLM,0.86,0.99,0.6987,Verified_HIGH,calibrated,True
in-bf0e9f6211607d23,,lead with creativity,Soft,,0.907,Very High,BERT+LLM,0.78,1.39,0.9043,Verified_HIGH,calibrated,True
in-bf0e9f6211607d23,,lead with systems thinking,Soft,,0.641,Medium,BERT+LLM,0.8,1.07,0.7049,Verified_HIGH,calibrated,True
in-bf0e9f6211607d23,,leverage design systems,Hard,Create,1.0,Very High,BERT+LLM,0.81,1.39,0.946,Verified_HIGH,calibrated,True
in-bf0e9f6211607d23,,explore emerging technologies,Soft,,0.956,Very High,BERT+LLM,0.87,1.39,0.9374,Verified_HIGH,calibrated,True
in-bf0e9f6211607d23,,drive innovation,Soft,,0.913,Very High,BERT+LLM,0.83,1.39,0.9291999999999999,Verified_HIGH,calibrated,True
in-bf0e9f6211607d23,,craft user experiences,Hard,Apply,1.0,Very High,BERT+LLM,0.8,1.39,0.9444999999999999,Verified_HIGH,calibrated,True
in-ff31808feab0524e,,understand client business model,Soft,,0.885,High,BERT+LLM,0.76,1.24,0.8474999999999999,Verified_HIGH,calibrated,True
in-ff31808feab0524e,,understand client requirements,Soft,,0.701,Medium High,LLM,0.88,0.98,0.7139,Verified_HIGH,calibrated,True
in-ff31808feab0524e,,understand client pain points,Soft,,0.689,Medium,LLM,0.8,0.98,0.6970999999999999,Verified_HIGH,calibrated,True
in-ff31808feab0524e,,understand big picture vision of the transformation program,Soft,,0.91,Very High,BERT+LLM,0.8,1.27,0.8725,Verified_HIGH,calibrated,True
in-ff31808feab0524e,,prepare a plan to drive day-to-day execution of the project,Hard,Create,0.766,Medium High,BERT+LLM,0.71,0.98,0.7144,Verified_HIGH,calibrated,True
in-ff31808feab0524e,,prepare a plan,Hard,Create,0.693,Medium,BERT (standalone),0.72,0.88,0.6567,Verified_HIGH,calibrated,True
in-50790458f1cb7392,,challenge briefs proactively,Soft,,1.0,Very High,BERT+LLM,0.86,1.25,0.9115,Verified_HIGH,calibrated,True
in-50790458f1cb7392,,generate ideas,Soft,,0.687,Medium,LLM,0.8,0.97,0.6933,Verified_HIGH,calibrated,True
in-50790458f1cb7392,,exceed client expectations,Soft,,0.771,Medium High,BERT+LLM,0.8,1.22,0.8019,Verified_HIGH,calibrated,True
in-50790458f1cb7392,,creative instinct,Hard,Apply,0.497,Low,BERT (standalone),0.84,0.88,0.5963,Verified_MEDIUM,calibrated,True
in-50790458f1cb7392,,are,Hard,Apply,0.41,Low,BERT (standalone),0.69,0.88,0.539,Verified_MEDIUM,calibrated,True
in-50790458f1cb7392,,full of ideas,Hard,Apply,0.499,Low,BERT (standalone),0.71,0.88,0.5776,Verified_MEDIUM,calibrated,True
in-f0b8e867898d9fc7,,support clients,Soft,,0.907,Very High,BERT+LLM,0.81,1.26,0.8697999999999999,Verified_HIGH,calibrated,True
in-f0b8e867898d9fc7,,manage change,Soft,,0.68,Medium,LLM,0.78,0.97,0.6874999999999999,Verified_HIGH,calibrated,True
in-f0b8e867898d9fc7,,optimize business processes,Soft,,0.69,Medium,LLM,0.85,0.97,0.702,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,communicate ideas in writing,Soft,,0.672,Medium,LLM,0.79,0.95,0.6798,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,communicate ideas verbally,Soft,,0.679,Medium,LLM,0.84,0.95,0.6900999999999999,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,solve problems,Soft,,0.673,Medium,LLM,0.8,0.95,0.7567,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,analyze information,Soft,,0.683,Medium,LLM,0.87,0.95,0.7037,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,work independently,Soft,,0.825,High,BERT+LLM,0.86,1.24,0.8384999999999999,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,collaborate with a team,Soft,,0.695,Medium,LLM,0.75,0.95,0.6829999999999998,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,commit to accuracy,Soft,,0.668,Medium,LLM,0.76,0.95,0.6737,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,work in a fast-paced environment,Soft,,0.8,Medium High,BERT+LLM,0.77,1.23,0.8195000000000001,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,manage multiple priorities,Soft,,1.0,Very High,BERT+LLM,0.84,1.23,0.9175,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,communication skills.,Soft,,0.602,Medium,BERT (standalone),0.9,0.86,0.6488,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,problem,Hard,Apply,0.498,Low,BERT (standalone),0.81,0.86,0.6237000000000001,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,-solving,Hard,Apply,0.444,Low,BERT (standalone),0.84,0.86,0.5690999999999999,Verified_MEDIUM,calibrated,True
in-6a11f6623b90c10e,,analytical abilities.,Hard,Apply,0.449,Low,BERT (standalone),0.9,0.86,0.5801000000000001,Verified_MEDIUM,calibrated,True
in-6a11f6623b90c10e,,as part of a team.,Soft,,0.692,Medium,BERT (standalone),0.68,0.86,0.6442999999999999,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,Detail,Hard,Understand,0.66,Medium,BERT (standalone),0.78,0.86,0.6465,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,-oriented,Hard,Apply,0.492,Low,BERT (standalone),0.87,0.86,0.6303,Verified_HIGH,calibrated,True
in-6a11f6623b90c10e,,commitment to accuracy.,Hard,Apply,0.494,Low,BERT (standalone),0.81,0.86,0.5846,Verified_MEDIUM,calibrated,True
in-819016745fbf8e52,,deliver state of the art solutions,Soft,,0.64,Medium,LLM,0.75,0.92,0.6519999999999999,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,work with Product Owner,Soft,,0.641,Medium,LLM,0.75,0.92,0.6523999999999999,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,work with cross-functional engineering teams,Soft,,0.681,Medium,LLM,0.84,0.92,0.6819,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,ensure successful design of new features,Hard,Create,0.681,Medium,LLM,0.78,0.92,0.6728999999999999,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,ensure successful integration of new features,Hard,Analyze,0.684,Medium,LLM,0.8,0.92,0.6771,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,ensure successful validation of new features,Hard,Analyze,0.684,Medium,LLM,0.8,0.92,0.6771,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,ensure successful delivery of new features,Hard,Analyze,0.957,Very High,BERT+LLM,0.77,1.16,0.8537999999999999,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,ensure successful design of system components,Hard,Create,0.684,Medium,LLM,0.8,0.92,0.6771,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,ensure successful integration of system components,Hard,Analyze,0.688,Medium,LLM,0.83,0.92,0.6831999999999999,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,ensure successful validation of system components,Hard,Analyze,0.687,Medium,LLM,0.82,0.92,0.6813,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,ensure successful delivery of system components,Hard,Analyze,0.686,Medium,LLM,0.81,0.92,0.6794,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,ensure successful design,Hard,Create,0.64,Medium,BERT (standalone),0.82,0.82,0.6325,Verified_HIGH,calibrated,True
in-819016745fbf8e52,,integration,Hard,Apply,0.495,Low,BERT (standalone),0.9,0.82,0.594,Verified_MEDIUM,calibrated,True
in-819016745fbf8e52,,validation,Hard,Apply,0.495,Low,BERT (standalone),0.9,0.82,0.5865,Verified_MEDIUM,calibrated,True
in-819016745fbf8e52,,system components.,Hard,Apply,0.49,Low,BERT (standalone),0.86,0.82,0.5785,Verified_MEDIUM,calibrated,True
in-b0e3d6930bef9118,,foster internal relationships,Soft,,0.673,Medium,LLM,0.87,0.9,0.6772,Verified_HIGH,calibrated,True
in-b0e3d6930bef9118,,promote effective collaboration,Soft,,0.648,Medium,LLM,0.89,0.9,0.6702000000000001,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,learn .NET,Hard,Apply,0.584,Medium Low,LLM,0.74,0.9,0.6221,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,learn C#,Hard,Apply,0.58,Medium Low,LLM,0.71,0.9,0.616,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use React.js,Hard,Apply,0.696,Medium,LLM,0.77,0.9,0.6714,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Next.js,Hard,Apply,0.694,Medium,LLM,0.75,0.9,0.6676,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Angular.js,Hard,Apply,0.701,Medium High,LLM,0.8,0.9,0.6779,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,work with Microservices,Hard,Apply,0.593,Medium Low,LLM,0.81,0.9,0.6361999999999999,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,work with GraphQL (Apollo),Hard,Apply,0.589,Medium Low,LLM,0.77,0.9,0.6286,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,work with RESTful APIs,Hard,Apply,0.585,Medium Low,LLM,0.74,0.9,0.6224999999999999,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,work with domain-driven design,Hard,Create,0.702,Medium High,LLM,0.8,0.9,0.6782999999999999,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use GitHub Actions,Hard,Apply,0.696,Medium,LLM,0.76,0.9,0.6698999999999999,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Jenkins,Hard,Apply,0.694,Medium,LLM,0.75,0.9,0.6676,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Bitbucket Pipelines,Hard,Apply,0.703,Medium High,LLM,0.81,0.9,0.6801999999999999,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Gitlab Runners,Hard,Apply,0.696,Medium,LLM,0.76,0.9,0.6698999999999999,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,work with AWS,Hard,Apply,0.581,Medium Low,LLM,0.71,0.9,0.6164,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Docker,Hard,Apply,0.692,Medium,LLM,0.74,0.9,0.6728,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Kubernetes,Hard,Apply,0.701,Medium High,LLM,0.8,0.9,0.6854,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Copilot,Hard,Apply,0.694,Medium,LLM,0.75,0.9,0.6676,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use RooCode,Hard,Apply,0.694,Medium,LLM,0.75,0.9,0.6676,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,use Cline,Hard,Apply,0.69,Medium,LLM,0.72,0.9,0.6615,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,provide customer service,Soft,,0.611,Medium,LLM,0.82,0.9,0.6524,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,work with data,Soft,,0.598,Medium Low,LLM,0.72,0.9,0.6246999999999999,Verified_HIGH,calibrated,True
in-68c8bc8b4022b6bd,,apply creativity,Soft,,0.611,Medium,LLM,0.83,0.9,0.6538999999999999,Verified_HIGH,calibrated,True
