rank,demand_freq,mean_confidence,skill,skill_type,bloom_level,example_job_ids,demand_norm,trend_score_norm,trend_label,trend_q_value,future_weight,future_domain,mapping_margin,future_norm,coverage_gap,validity_score,priority_score,expert_priority
71,1,0.563,push boundaries of data science,Hard,Apply,['in-e07c53dcbcbf3274'],0.06666666666666667,0.0,Unknown,1.0,0.4159918159246444,Big Data & Analytics,0.15870926,0.7496894762815758,1.0,0.563,0.2515735095511394,
72,1,0.571,push boundaries of artificial intelligence,Hard,Apply,['in-e07c53dcbcbf3274'],0.06666666666666667,0.0,Unknown,1.0,0.4151882842183113,Human-AI Collaboration,0.012669861,0.7482413726385809,1.0,0.571,0.2511390784582409,
73,1,0.707,analyze information security events,Hard,Analyze,['in-9219c006480bb1ef'],0.06666666666666667,0.0,Unknown,1.0,0.4147998690605163,Cybersecurity,0.24355035,0.7475413810880743,1.0,0.707,0.25092908099308897,
74,1,0.736,work on national security programs,Soft,Unknown,['in-78cf01cb605e5896'],0.06666666666666667,0.0,Unknown,1.0,0.4124835938215256,Cybersecurity,0.22056468,0.7433670509585665,1.0,0.736,0.24967678195423662,
75,1,0.638,grow data engineering capability,Soft,Unknown,['in-8abdea0db280093c'],0.06666666666666667,0.0,Unknown,1.0,0.4109572559595108,Big Data & Analytics,0.17714,0.7406163251303212,1.0,0.638,0.24885156420576302,
76,1,0.513,leveraging AI tools,Hard,Apply,['in-832889a1223dd15f'],0.06666666666666667,0.0,Unknown,1.0,0.4105574488639831,AI & Machine Learning,0.0023165047,0.739895803330166,1.0,0.513,0.24863540766571648,
77,1,1.0,deploy infrastructure in code,Hard,Analyze,['in-8ad8e7c8de4037c3'],0.06666666666666667,0.0,Unknown,1.0,0.4098323538899421,Cloud Computing & Infrastructure,0.12539622,0.7385890562968501,1.0,1.0,0.2482433835557217,
78,1,0.691,complete mandatory security trainings,Soft,Unknown,['in-772237960589a143'],0.06666666666666667,0.0,Unknown,1.0,0.407777202129364,Cybersecurity,0.13438863,0.7348853160113777,1.0,0.691,0.24713226147008,
79,1,0.679,implement security projects,Hard,Apply,['in-ec5e0638c86de1ac'],0.06666666666666667,0.0,Unknown,1.0,0.4065543293952942,Cybersecurity,0.1841358,0.73268148703093,1.0,0.679,0.24647111277594566,
80,1,0.68,lead AI strategy,Soft,Unknown,['in-515db338b72b30f7'],0.06666666666666667,0.0,Unknown,1.0,0.4065276652574539,Human-AI Collaboration,0.09051359,0.732633433625147,1.0,0.68,0.24645669675421075,
81,1,0.666,collaborate with data scientists,Soft,Unknown,['in-acb2a7db662d2b2b'],0.06666666666666667,0.0,Unknown,1.0,0.4059336930513382,Big Data & Analytics,0.07733047,0.7315629925850057,1.0,0.666,0.24613556444216836,
82,1,0.677,deploy cloud services continuously,Hard,Apply,['in-a470584839bffca3'],0.06666666666666667,0.0,Unknown,1.0,0.4049073368310928,Cloud Computing & Infrastructure,0.2646395,0.729713320481424,1.0,0.677,0.24558066281109386,
83,11,0.6522727272727272,solve problems,Soft,Unknown,"['in-083ac975933f3cb9', 'in-6a11f6623b90c10e', 'in-f1d38688733ca9cc', 'in-bafe771b70f448ef', 'in-4d39d1108694485c']",0.7333333333333333,0.0,Unknown,1.0,-0.088916203379631,Routine Maintenance Coding,0.06203413,-0.16024243601152194,1.0,0.6522727272727272,0.24526060252987675,
84,1,0.533,collaborate closely with,Hard,Evaluate,['in-de49a66c154cc2bf'],0.06666666666666667,0.0,Unknown,1.0,0.4027348488569259,Human-AI Collaboration,0.00089764595,0.7257981199672959,1.0,0.533,0.24440610265685545,
85,1,0.971,industrialize analysis into analytics solution,Hard,Apply,['in-6235657510a0ff3f'],0.06666666666666667,0.0,Unknown,1.0,0.4025131791830063,Big Data & Analytics,0.17372304,0.7253986327288777,1.0,0.971,0.24428625648532998,
86,1,0.61,advocate for information security needs,Soft,Unknown,['in-658b6d0065cfab20'],0.06666666666666667,0.0,Unknown,1.0,0.4005213439464569,Cybersecurity,0.21857518,0.7218089998126417,1.0,0.61,0.24320936661045917,
87,1,0.729,ensure AI systems follow best practices for observability,Hard,Analyze,['in-8922fb1fa43b8894'],0.06666666666666667,0.0,Unknown,1.0,0.3996852561831474,Human-AI Collaboration,0.12275109,0.720302224502633,1.0,0.729,0.24275733401745658,
88,1,0.631,execute GEN AI/AI strategy,Hard,Evaluate,['in-3e332c91d6fcc338'],0.06666666666666667,0.0,Unknown,1.0,0.3986576363444328,Human-AI Collaboration,0.09609622,0.7184502751391819,1.0,0.631,0.24220174920842125,
89,8,0.4295,passionate,Hard,Apply,"['in-4194860976cb1be9', 'in-607eea3f1c789f52', 'in-7699fde68b752b85', 'in-72bdb196b682b2c7', 'in-b6820616b353e537']",0.5333333333333333,0.0,Unknown,1.0,0.0533291459083557,Advanced Communication & Collaboration,0.035413556,0.09610837986731265,1.0,0.4295,0.24216584729352714,
90,7,0.43385714285714283,problem,Hard,Apply,"['in-6a11f6623b90c10e', 'in-4d39d1108694485c', 'in-82265fcf199f7655', 'in-49485fa1b1499585', 'in-be694c81d73fe006']",0.4666666666666667,0.0,Unknown,1.0,0.1007248640060424,Human-AI Collaboration,0.014185667,0.18152369266539053,1.0,0.43385714285714283,0.24112377446628383,
91,1,1.0,develop complex data integrations solutions,Hard,Create,['in-70a2eb5261b8c030'],0.06666666666666667,0.0,Unknown,1.0,0.3955516666173935,Big Data & Analytics,0.07344702,0.7128527784364287,1.0,1.0,0.24052250019759527,
92,3,0.5076666666666667,planning,Hard,Create,"['in-7c677818edebe75f', 'in-74b665ceeac92b03', 'in-db90e85eaee7daa4']",0.2,0.0,Unknown,1.0,0.2968562856316566,Human-AI Collaboration,0.043982685,0.5349865665299645,1.0,0.5076666666666667,0.24049596995898934,
93,1,0.712,manage cloud database platforms,Hard,Apply,['in-5bd95884fcfdbfe2'],0.06666666666666667,0.0,Unknown,1.0,0.3949267670512199,Cloud Computing & Infrastructure,0.011330843,0.7117266009238928,1.0,0.712,0.2401846469438345,
94,1,0.773,apply DevOps principles,Hard,Apply,['in-0e1bdbb226a3d5af'],0.06666666666666667,0.0,Unknown,1.0,0.3937208637595176,Cloud Computing & Infrastructure,0.10081926,0.7095533538248051,1.0,0.773,0.2395326728141082,
95,1,0.642,support development of analytics platforms,Hard,Create,['in-77696a202803c29b'],0.06666666666666667,0.0,Unknown,1.0,0.392118439078331,Big Data & Analytics,0.034932166,0.7066655063383125,1.0,0.642,0.23866631856816042,
96,1,0.676,manage analytics,Hard,Apply,['in-752b949d027be167'],0.06666666666666667,0.0,Unknown,1.0,0.391367420554161,Big Data & Analytics,0.0248563,0.7053120405668495,1.0,0.676,0.23826027883672152,
97,1,0.63,collaborate with teammates,Soft,Unknown,['in-cf284d58281847c3'],0.06666666666666667,0.0,Unknown,1.0,0.391003006696701,Human-AI Collaboration,0.025955081,0.7046553035266226,1.0,0.63,0.23806325772465345,
98,1,0.747,implement cloud database platforms,Hard,Apply,['in-5bd95884fcfdbfe2'],0.06666666666666667,0.0,Unknown,1.0,0.3904799163341522,Cloud Computing & Infrastructure,0.039253682,0.7037126038750069,1.0,0.747,0.23778044782916874,
99,5,0.7802,lead a team,Soft,Unknown,"['in-554dc0d2bef78a4c', 'in-591531d5445e36c2', 'in-2960eddc94b20bb2', 'in-2c1399927153fb24', 'in-e5a0868097e2ec9f']",0.3333333333333333,0.0,Unknown,1.0,0.1931713804602622,Human-AI Collaboration,0.024648279,0.3481283657659179,1.0,0.7802,0.2377718430631087,
100,1,0.598,implement Data Engineering,Hard,Create,['in-9ea3874df4d182b6'],0.06666666666666667,0.0,Unknown,1.0,0.3895113050937652,Big Data & Analytics,0.09251529,0.7019669982507422,1.0,0.598,0.2372567661418893,
101,1,0.493,-initiative,Hard,Apply,['in-7d34855edd4c608f'],0.06666666666666667,0.0,Unknown,1.0,0.3881923407316208,Human-AI Collaboration,0.20779045,0.6995899954731941,1.0,0.493,0.2365436653086249,
102,1,0.522,analytic questions related to large datasets into technical requirements,Hard,Analyze,['in-e89ae8a3cb5563f7'],0.06666666666666667,0.0,Unknown,1.0,0.3881872862577438,Big Data & Analytics,0.09301749,0.6995808864337163,1.0,0.522,0.23654093259678155,
103,1,0.745,support cloud database platforms,Hard,Evaluate,['in-5bd95884fcfdbfe2'],0.06666666666666667,0.0,Unknown,1.0,0.3872874543070793,Cloud Computing & Infrastructure,0.021953404,0.6979592330309068,1.0,0.745,0.2360544365759387,
104,1,0.603,leverage Cloud middleware,Hard,Apply,['in-8cb2b3de05fe17bb'],0.06666666666666667,0.0,Unknown,1.0,0.3865208327770233,Cloud Computing & Infrastructure,0.15920427,0.6965776479338626,1.0,0.603,0.23563996104682544,
105,3,0.6826666666666666,design projects,Hard,Create,"['in-0b1202bf3556f0ec', 'in-32dc997e3646c5ee', 'in-fe79c35d8162e526']",0.2,0.0,Unknown,1.0,0.2874820232391357,UX/UI & Digital Design,0.12031627,0.5180925181507816,1.0,0.6826666666666666,0.2354277554452345,
106,1,0.869,communicate potential cyber threats,Soft,Unknown,['in-99d9ad937ee36b81'],0.06666666666666667,0.0,Unknown,1.0,0.3852773308753967,Cybersecurity,0.13291055,0.6943366416118668,1.0,0.869,0.23496765915022672,
107,1,0.656,assess the cybersecurity risk of a client,Hard,Evaluate,['in-2650e0f960a33a06'],0.06666666666666667,0.0,Unknown,1.0,0.3826570004224777,Cybersecurity,0.258753,0.6896143511971695,1.0,0.656,0.2335509720258175,
108,3,0.8903333333333334,develop software solutions,Hard,Create,"['in-70a2eb5261b8c030', 'in-5f24905b422258e8', 'in-5b2e7125d4a2d3a8']",0.2,0.0,Unknown,1.0,0.2837938353419304,Software Development & Engineering,0.0121122,0.5114457632213896,1.0,0.8903333333333334,0.23343372896641687,
109,1,0.569,security,Hard,Apply,['in-a29147e44d7396ef'],0.06666666666666667,0.0,Unknown,1.0,0.3823534548282623,Cybersecurity,0.16635957,0.6890673093351821,1.0,0.569,0.2333868594672213,
