knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight
AI systems,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.50522405,0.50522405,0.5050694,0.3020198,0.00015467405,WEF01,MCK01,WEF_FutureOfJobs_2023,0.47996284663677213
Cybersecurity risk,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.53082216,0.53082216,0.22355449,0.19824749,0.30726767,WEF07,WEF04,WEF_FutureOfJobs_2023,0.47773994207382203
AI and theoretical physics;,1,0.535,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.50009835,0.50009835,0.48329887,0.26404327,0.01679948,WEF01,MCK01,WEF_FutureOfJobs_2023,0.4750934302806854
sustainable AI,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.4858007,0.4858007,0.43259215,0.3839299,0.05320856,WEF01,WEF06,WEF_FutureOfJobs_2023,0.46151067763566966
AI-driven automation,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.4855859,0.4855859,0.4351205,0.41335168,0.050465405,MCK01,WEF01,WEF_FutureOfJobs_2023,0.4613066032528877
machine learning workflows,1,0.834,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.45816928,0.45816928,0.36043888,0.35105345,0.0977304,MCK01,3-Dec,WEF_FutureOfJobs_2023,0.45816928148269653
DevOps,2,0.813,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5387115,0.5387115,0.37561318,0.35704112,0.1630983,3-Dec,ONET01,WEF_FutureOfJobs_2023,0.45790476500988003
Infrastructure as Code,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5355789,0.5355789,0.41287085,0.35880262,0.12270805,3-Dec,MCK01,WEF_FutureOfJobs_2023,0.45524207055568694
machine learning,9,0.7941111111111111,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.44971257,0.44971257,0.22485569,0.17808764,0.22485688,WEF07,1-Dec,WEF_FutureOfJobs_2023,0.4497125744819641
cloud management,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.52890706,0.52890706,0.3895445,0.23935695,0.13936257,ONET02,WEF02,WEF_FutureOfJobs_2023,0.4495710015296936
AI techniques,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.47259435,0.47259435,0.4597281,0.27200398,0.012866259,WEF01,MCK01,WEF_FutureOfJobs_2023,0.4489646330475807
Responsible AI Management Systems (RAIMS),1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.47212186,0.47212186,0.37504613,0.36688137,0.09707573,WEF01,MCK01,WEF_FutureOfJobs_2023,0.4485157713294029
big data technologies,1,0.838,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.4983503,0.4983503,0.29748654,0.2919938,0.20086375,ONET02,WEF01,WEF_FutureOfJobs_2023,0.4485152631998062
analytics tools,1,0.846,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.4982609,0.4982609,0.40890947,0.26321754,0.089351416,ONET02,ONET03,WEF_FutureOfJobs_2023,0.44843479692935945
cloud-computing,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.52726024,0.52726024,0.3299007,0.26045445,0.19735953,ONET02,WEF06,WEF_FutureOfJobs_2023,0.4481712073087692
Data Engineering,6,0.7985000000000001,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.49731973,0.49731973,0.3579435,0.31910563,0.13937622,1-Dec,ONET03,WEF_FutureOfJobs_2023,0.44758775532245637
Infrastructure as Code (IaC) tools,1,0.838,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5264694,0.5264694,0.41640383,0.3467329,0.11006558,MCK01,3-Dec,WEF_FutureOfJobs_2023,0.4474989980459213
data analytics,6,0.7656666666666667,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.49418095,0.49418095,0.3812634,0.29718652,0.11291754,ONET02,1-Dec,WEF_FutureOfJobs_2023,0.4447628527879715
cloud,5,0.6726,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5206046,0.5206046,0.28718457,0.22200164,0.23342004,ONET02,ONET04,WEF_FutureOfJobs_2023,0.4425139188766479
Azure DevOps pipelines,1,0.652,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.51317513,0.51317513,0.27278927,0.22816567,0.24038586,MCK01,ONET01,WEF_FutureOfJobs_2023,0.4361988604068756
GEN AI,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.45836633,0.45836633,0.35301447,0.22959203,0.105351865,WEF01,MCK01,WEF_FutureOfJobs_2023,0.43544801771640773
cyber security strategy,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.47957304,0.47957304,0.18427666,0.16731222,0.29529637,WEF05,MCK02,WEF_FutureOfJobs_2023,0.43161573708057405
AI Business Process,1,0.7,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.45295894,0.45295894,0.4432727,0.4386319,0.009686232,WEF01,MCK01,WEF_FutureOfJobs_2023,0.430310994386673
security solutions,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.47386664,0.47386664,0.28310192,0.22883107,0.19076473,ONET02,WEF04,WEF_FutureOfJobs_2023,0.4264799773693085
Real World Data Science,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.4728392,0.4728392,0.3263667,0.30881548,0.14647251,ONET02,WEF01,WEF_FutureOfJobs_2023,0.42555528581142427
business analytics,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.47007698,0.47007698,0.3866803,0.27279833,0.08339667,ONET02,1-Dec,WEF_FutureOfJobs_2023,0.4230692803859711
Information Security,1,0.849,WEF03,Cybersecurity,Strong_Growth,0.9,0.4691262,0.4691262,0.2419633,0.2350099,0.2271629,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.4222135752439499
DevOps Tools,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.49561676,0.49561676,0.39038038,0.38163927,0.10523638,3-Dec,ONET01,WEF_FutureOfJobs_2023,0.4212742492556572
analytics,5,0.7060000000000001,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.46795133,0.46795133,0.37578657,0.24251296,0.092164755,ONET02,ONET03,WEF_FutureOfJobs_2023,0.42115619480609895
Digital Analytics,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.4628809,0.4628809,0.31953853,0.30658585,0.14334238,ONET02,ONET03,WEF_FutureOfJobs_2023,0.41659281849861146
infrastructure,2,0.5685,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.4816968,0.4816968,0.34580943,0.33103904,0.13588738,ONET02,WEF06,WEF_FutureOfJobs_2023,0.40944229215383526
IT infrastructure,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.47958398,0.47958398,0.38959754,0.3621498,0.08998644,WEF05,ONET02,WEF_FutureOfJobs_2023,0.40764638185501095
EU AI Act,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.4285988,0.4285988,0.3527528,0.27708346,0.07584599,WEF01,MCK01,WEF_FutureOfJobs_2023,0.4071688517928123
data engineering concepts,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.45198,0.45198,0.33438212,0.29330003,0.11759788,1-Dec,ONET03,WEF_FutureOfJobs_2023,0.4067819952964783
enterprise security solutions,1,0.842,WEF03,Cybersecurity,Strong_Growth,0.9,0.45196828,0.45196828,0.33016935,0.3015525,0.12179893,ONET02,WEF04,WEF_FutureOfJobs_2023,0.40677145421504973
analytics platform,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.45069808,0.45069808,0.4428077,0.2775216,0.0078903735,ONET02,WEF04,WEF_FutureOfJobs_2023,0.4056282699108124
DevOps workflows,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.4754988,0.4754988,0.4242713,0.39176157,0.05122751,3-Dec,MCK01,WEF_FutureOfJobs_2023,0.4041739761829376
data integrations,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.44868675,0.44868675,0.43044588,0.40602297,0.018240869,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.4038180738687515
ML Engineer,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.40301085,0.40301085,0.2983205,0.28845587,0.10469034,WEF07,ONET01,WEF_FutureOfJobs_2023,0.40301084518432617
Security Assistance,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.44676757,0.44676757,0.25401062,0.24854468,0.19275695,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.4020908117294312
data pipelines,2,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.44676405,0.44676405,0.3359555,0.32051146,0.11080855,1-Dec,MCK01,WEF_FutureOfJobs_2023,0.40208764672279357
-assisted engineering,1,0.535,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.42324013,0.42324013,0.3536941,0.320794,0.069546014,MCK01,MCK02,WEF_FutureOfJobs_2023,0.4020781189203262
Business Intelligence,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.44459245,0.44459245,0.40763658,0.34035778,0.036955863,ONET02,WEF01,WEF_FutureOfJobs_2023,0.4001332014799118
Cyber risk management,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.4438603,0.4438603,0.24894261,0.2287696,0.19491768,WEF05,ONET02,WEF_FutureOfJobs_2023,0.39947426319122314
cyber threats,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.44383317,0.44383317,0.20874372,0.18950559,0.23508945,WEF05,WEF04,WEF_FutureOfJobs_2023,0.3994498550891876
platform infrastructure,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.4684826,0.4684826,0.40677917,0.38188314,0.061703444,ONET02,WEF05,WEF_FutureOfJobs_2023,0.3982102215290069
Terraform,3,0.782,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.46841225,0.46841225,0.19650854,0.18309951,0.2719037,WEF06,ONET04,WEF_FutureOfJobs_2023,0.3981504127383232
Information Security Events,1,0.769,WEF03,Cybersecurity,Strong_Growth,0.9,0.43766,0.43766,0.18566187,0.17170273,0.25199813,ONET02,1-Dec,WEF_FutureOfJobs_2023,0.3938940078020096
geospatial AI,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.39252383,0.39252383,0.38057765,0.19891872,0.0119461715,WEF07,MCK01,WEF_FutureOfJobs_2023,0.3925238251686096
Data Cloud,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.45981595,0.45981595,0.3677068,0.32663092,0.092109144,WEF02,ONET02,WEF_FutureOfJobs_2023,0.39084355682134625
data warehouse solution,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.43409187,0.43409187,0.35212162,0.3107045,0.081970245,ONET02,1-Dec,WEF_FutureOfJobs_2023,0.39068267941474916
cloud security,1,0.614,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.45571977,0.45571977,0.36404753,0.25911215,0.09167224,WEF03,ONET02,WEF_FutureOfJobs_2023,0.387361803650856
ML models,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.38647032,0.38647032,0.16100687,0.1465154,0.22546345,WEF07,1-Dec,WEF_FutureOfJobs_2023,0.38647031784057617
data sources,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.42880848,0.42880848,0.42299187,0.38332927,0.0058166087,ONET02,1-Dec,WEF_FutureOfJobs_2023,0.38592763245105743
Generative AI,2,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.38568127,0.38568127,0.37237376,0.17308904,0.013307512,WEF07,MCK01,WEF_FutureOfJobs_2023,0.38568127155303955
data centers,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.45368856,0.45368856,0.41751212,0.36389515,0.036176443,ONET02,WEF02,WEF_FutureOfJobs_2023,0.3856352776288986
information security domain,1,0.81,WEF03,Cybersecurity,Strong_Growth,0.9,0.42760557,0.42760557,0.24746633,0.21142933,0.18013924,WEF05,ONET02,WEF_FutureOfJobs_2023,0.38484501242637636
Cloud middleware,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.4518464,0.4518464,0.29908046,0.17192346,0.15276593,ONET02,WEF02,WEF_FutureOfJobs_2023,0.3840694323182106
Security,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.42483735,0.42483735,0.25847763,0.18610129,0.16635972,ONET02,WEF07,WEF_FutureOfJobs_2023,0.38235361576080323
Agile software development,1,0.75,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.58764935,0.58764935,0.38852987,0.33431935,0.19911948,3-Dec,MCK02,ONET_BrightOutlook_2024,0.381972074508667
data pipeline,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.42184,0.42184,0.30660686,0.2759301,0.11523315,1-Dec,MCK01,WEF_FutureOfJobs_2023,0.3796560108661652
application infrastructure,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.4462392,0.4462392,0.44532153,0.34771204,0.0009176731,ONET02,ONET03,WEF_FutureOfJobs_2023,0.37930332273244854
Kubernetes,5,0.8099999999999999,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.44598463,0.44598463,0.2125202,0.14917727,0.23346443,ONET02,WEF01,WEF_FutureOfJobs_2023,0.3790869370102882
Reporting and analytics,1,0.824,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.42088804,0.42088804,0.3719619,0.3008968,0.048926145,ONET02,1-Dec,WEF_FutureOfJobs_2023,0.378799232840538
data technologies,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.42020512,0.42020512,0.38538873,0.3815103,0.034816384,ONET02,1-Dec,WEF_FutureOfJobs_2023,0.3781846046447754
data visualization tools,1,0.832,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.41919726,0.41919726,0.34360728,0.3334502,0.075589985,ONET03,ONET02,WEF_FutureOfJobs_2023,0.37727753520011903
ML in the cloud,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.3764383,0.3764383,0.31446382,0.22985281,0.061974466,WEF04,WEF07,WEF_FutureOfJobs_2023,0.37643828988075256
computer science,8,0.617,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.41750523,0.41750523,0.40687156,0.38427487,0.010633677,WEF01,ONET02,WEF_FutureOfJobs_2023,0.37575471103191377
Technology Platforms,1,0.83,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.536391,0.536391,0.39015225,0.37969586,0.14623877,MCK02,WEF04,WEF_FutureOfJobs_2023,0.3754737138748169
IT Security,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.41563803,0.41563803,0.24951044,0.249084,0.16612759,WEF07,ONET02,WEF_FutureOfJobs_2023,0.37407422661781314
Security program maturity,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.413727,0.413727,0.23772298,0.22524126,0.17600401,3-Dec,ONET01,WEF_FutureOfJobs_2023,0.3723542869091034
digital marketing ecosystem,1,0.809,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.5316741,0.5316741,0.31185547,0.23208798,0.21981862,ONET03,MCK02,WEF_FutureOfJobs_2023,0.3721718609333038
actionable intelligence,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.39151788,0.39151788,0.23298329,0.2180105,0.15853459,WEF01,MCK01,WEF_FutureOfJobs_2023,0.3719419836997986
system infrastructure,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.43741217,0.43741217,0.43337446,0.28139728,0.004037708,ONET02,WEF03,WEF_FutureOfJobs_2023,0.3718003466725349
Cloud Run,1,0.793,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.43733403,0.43733403,0.2013002,0.17946419,0.23603383,ONET02,WEF06,WEF_FutureOfJobs_2023,0.3717339262366295
clouds,1,0.695,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.43583694,0.43583694,0.26476893,0.20835644,0.17106801,ONET02,ONET04,WEF_FutureOfJobs_2023,0.3704613998532295
data production,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.41055113,0.41055113,0.40323502,0.39973554,0.0073161125,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.36949601769447327
AWS Global Services,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.4345854,0.4345854,0.2283383,0.16526851,0.20624709,ONET02,WEF06,WEF_FutureOfJobs_2023,0.36939758360385894
training solutions,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.3675903,0.3675903,0.28672367,0.24007633,0.080866635,WEF07,3-Dec,WEF_FutureOfJobs_2023,0.3675903081893921
public security,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.4069799,0.4069799,0.2230956,0.16276157,0.1838843,ONET02,WEF04,WEF_FutureOfJobs_2023,0.36628189980983733
software development,4,0.6835,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.5613985,0.5613985,0.46152037,0.40818796,0.09987813,3-Dec,2-Dec,ONET_BrightOutlook_2024,0.36490902900695804
data transformation tools,1,0.525,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.40504864,0.40504864,0.30840534,0.28342885,0.0966433,1-Dec,MCK01,WEF_FutureOfJobs_2023,0.3645437747240067
analytics solution,1,0.75,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.4046075,0.4046075,0.3124396,0.2308215,0.092167914,ONET02,3-Dec,WEF_FutureOfJobs_2023,0.36414675414562225
algorithmic foundation,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.36362734,0.36362734,0.32156974,0.21921541,0.042057604,WEF07,WEF04,WEF_FutureOfJobs_2023,0.3636273443698883
Agile development environments,1,0.847,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.55872756,0.55872756,0.37267417,0.35440964,0.1860534,3-Dec,2-Dec,ONET_BrightOutlook_2024,0.3631729155778885
Microsoft Copilot Studio,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.38135388,0.38135388,0.28300002,0.25612584,0.09835386,MCK01,ONET03,WEF_FutureOfJobs_2023,0.36228619068861007
UI/UX design,2,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.6584781,0.6584781,0.34647113,0.25976592,0.31200695,2-Dec,ONET04,ONET_BrightOutlook_2024,0.3621629446744919
economic security infrastructure,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.40163702,0.40163702,0.3064485,0.24586506,0.09518853,WEF04,WEF06,WEF_FutureOfJobs_2023,0.3614733159542084
interactive/games,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.60179204,0.60179204,0.46440032,0.39860934,0.13739172,ONET03,WEF07,ONET_BrightOutlook_2024,0.361075222492218
security implementations,1,0.842,WEF03,Cybersecurity,Strong_Growth,0.9,0.40114042,0.40114042,0.289466,0.22121936,0.11167443,ONET02,3-Dec,WEF_FutureOfJobs_2023,0.3610263794660568
agent infrastructures,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.4245779,0.4245779,0.37260842,0.3449361,0.05196947,WEF07,MCK01,WEF_FutureOfJobs_2023,0.3608912080526352
infrastructure assets,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.42370778,0.42370778,0.26154196,0.2572385,0.16216582,WEF06,WEF05,WEF_FutureOfJobs_2023,0.3601516157388687
offensive security,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.3992308,0.3992308,0.14638296,0.11617071,0.25284785,WEF07,ONET02,WEF_FutureOfJobs_2023,0.3593077272176743
machine economy,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.35633308,0.35633308,0.30614415,0.28883725,0.05018893,MCK01,WEF06,WEF_FutureOfJobs_2023,0.35633307695388794
Software Engineering,4,0.7222500000000001,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.54694146,0.54694146,0.40968767,0.36917925,0.13725379,3-Dec,ONET03,ONET_BrightOutlook_2024,0.35551194846630096
security protocols,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.3923476,0.3923476,0.23706017,0.19417235,0.15528743,ONET02,MCK01,WEF_FutureOfJobs_2023,0.35311284363269807
human-centred leadership,1,0.75,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.36910772,0.36910772,0.30696812,0.17320544,0.0621396,MCK02,MCK01,WEF_FutureOfJobs_2023,0.3506523370742798
Corporate Security Responsibility,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.38783616,0.38783616,0.20113139,0.18738775,0.18670477,MCK02,ONET02,WEF_FutureOfJobs_2023,0.34905254244804385
